company_name,sector,period_end,revenue,gross_profit,ebit,ebitda,net_income_before_minority,net_income,shares_diluted,total_equity,cash,current_assets,current_liabilities,short_term_debt,long_term_debt,shares_outstanding,ocf,dividends_paid,da_cf_reconcile,wc_change_cf,capex
Norsk Hydro ASA (NHY.OL),Metals & Mining,2008-12-31,21529.0,21529.0,-1791.0,689.0,-6839.0,-7009.0,1206.0,52808.0,4981.0,40107.0,23344.0,1169.0,279.0,1206.32,-845.0,19.0,2480.0,,1294.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2009-03-31,16703.0,16703.0,-772.0,55.0,-280.0,-347.0,1206.0,49034.0,4780.0,34121.0,19462.0,1953.0,1106.0,1206.32,-1111.0,0.0,827.0,,546.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2009-06-30,17840.0,17840.0,494.0,1299.0,282.0,211.0,1309.1,49450.0,6299.0,31941.0,16326.0,2245.0,1094.0,1247.95,2010.0,0.0,805.0,,601.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2009-09-30,17033.0,17033.0,747.0,1824.0,1001.0,1004.0,1271.0,47143.0,4463.0,29123.0,15010.0,1997.0,104.0,1204.78,1616.0,17.0,1076.0,,605.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2009-12-31,16600.0,16600.0,-382.0,404.0,-711.0,-693.0,1197.53,46169.0,6201.0,27802.0,15042.0,2010.0,88.0,1204.78,2031.0,149.0,786.0,,991.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2010-03-31,18328.0,18328.0,1457.0,2178.0,925.0,870.0,1205.0,46458.0,4056.0,29310.0,14523.0,972.0,2574.0,1204.78,186.0,0.0,721.0,,436.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2010-06-30,19933.0,19933.0,1323.0,2063.0,598.0,503.0,1381.83,48625.0,3503.0,31114.0,16389.0,1480.0,2142.0,1587.78,1600.0,865.0,740.0,,394.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2010-09-30,18543.0,18543.0,880.0,1610.0,-62.0,-103.0,1540.0,55973.0,9974.0,36344.0,15051.0,974.0,123.0,1587.78,973.0,0.0,729.0,,453.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2010-12-31,19518.0,19518.0,863.0,1658.0,784.0,745.0,1446.36,56418.0,12250.0,36817.0,15910.0,940.0,328.0,1587.78,3604.0,1.0,795.0,,855.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2011-03-31,25691.0,11557.0,5893.0,6833.0,5155.0,5043.0,1747.0,79719.0,6195.0,39286.0,19540.0,2482.0,4539.0,2035.61,-617.0,0.0,940.0,,515.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2011-06-30,24907.0,24907.0,2287.0,3603.0,1547.0,1405.0,2036.0,79545.0,6719.0,37687.0,21180.0,4281.0,4224.0,2035.61,1066.0,1670.0,1316.0,,944.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2011-09-30,24681.0,8753.0,2200.0,3515.0,798.0,997.0,2036.0,78154.0,9896.0,39981.0,22007.0,4353.0,4232.0,2035.61,3422.0,0.0,1315.0,,805.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2011-12-31,17770.0,5308.0,826.0,3055.0,-749.0,-739.0,2036.0,77457.0,10811.0,38185.0,21216.0,4248.0,4190.0,2036.46,2934.0,111.0,1845.0,,1122.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2012-03-31,17044.0,5671.0,827.0,2011.0,575.0,490.0,2036.0,75814.0,10736.0,38461.0,21679.0,5080.0,3736.0,2036.46,1153.0,0.0,1184.0,,828.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2012-06-30,16829.0,2863.0,-590.0,1664.0,-1737.0,-1624.0,2036.5,71024.0,9464.0,36194.0,21409.0,5610.0,3743.0,2036.46,300.0,1656.0,2254.0,,696.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2012-09-30,14722.0,3775.0,-14.0,1141.0,-256.0,-302.0,2038.0,68344.0,11362.0,36183.0,20357.0,6336.0,4815.0,2036.46,1086.0,0.0,1154.0,,727.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2012-12-31,15585.0,4767.0,797.0,1389.0,88.0,120.0,2040.0,69663.0,11713.0,30165.0,17464.0,5987.0,3674.0,2037.57,2963.0,85.0,585.0,,610.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2013-03-31,16109.0,4331.0,670.0,1801.0,263.0,287.0,2038.0,72583.0,10412.0,30748.0,17894.0,5345.0,4245.0,2037.57,230.0,0.0,1131.0,,615.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2013-06-30,16052.0,4272.0,446.0,1597.0,-665.0,-637.0,2039.0,70663.0,9120.0,28600.0,17087.0,5805.0,4178.0,2039.0,1246.0,1728.0,1151.0,,623.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2013-09-30,16145.0,4395.0,650.0,1789.0,321.0,222.0,2039.0,70417.0,10205.0,30731.0,17632.0,6220.0,4148.0,2039.0,988.0,0.0,1139.0,,586.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2013-12-31,16571.0,4160.0,236.0,1451.0,-758.0,-793.0,2039.67,69981.0,11073.0,30681.0,18850.0,6220.0,3986.0,2038.79,2784.0,247.0,1409.0,,1133.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2014-03-31,18282.0,4878.0,782.0,1899.0,462.0,393.0,2038.0,70533.0,9882.0,30597.0,18330.0,6255.0,3941.0,2038.79,-751.0,82.0,1117.0,,585.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2014-06-30,18272.0,4642.0,498.0,1603.0,269.0,185.0,2040.0,70541.0,8753.0,29799.0,17684.0,6141.0,4093.0,2040.0,1179.0,1604.0,1105.0,,705.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2014-09-30,19698.0,5607.0,1650.0,2771.0,665.0,589.0,2040.0,69116.0,8135.0,29750.0,16500.0,5007.0,4850.0,2040.0,1151.0,0.0,1121.0,,871.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2014-12-31,21656.0,6531.0,2330.0,3643.0,-167.0,-370.0,2041.01,74030.0,11582.0,35927.0,19116.0,6039.0,5128.0,2039.83,4386.0,257.0,1428.0,,1133.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2015-03-31,23290.0,7399.0,2941.0,4170.0,1072.0,948.0,2040.0,72068.0,9900.0,38413.0,19204.0,4239.0,5722.0,2040.0,1095.0,0.0,1229.0,,847.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2015-06-30,22436.0,6849.0,2528.0,3741.0,2064.0,1918.0,2041.0,74737.0,9683.0,37252.0,17957.0,3683.0,5013.0,2042.0,4449.0,2143.0,1213.0,,1122.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2015-09-30,21594.0,6055.0,1563.0,2741.0,-1345.0,-1324.0,2042.0,71284.0,11622.0,38036.0,18061.0,3509.0,4408.0,2042.0,4427.0,166.0,1178.0,,1182.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2015-12-31,20374.0,6037.0,971.0,2375.0,542.0,478.0,2041.0,74170.0,13171.0,36160.0,17399.0,3562.0,3969.0,2041.59,4402.0,61.0,1403.0,,2103.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2016-03-31,20138.0,6194.0,1523.0,2738.0,2382.0,2296.0,2042.0,74524.0,11553.0,35936.0,16474.0,3753.0,3735.0,2042.0,-242.0,0.0,1215.0,,1395.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2016-06-30,20391.0,6002.0,1655.0,2899.0,2077.0,1948.0,2043.0,77285.0,12007.0,35911.0,17135.0,3593.0,3474.0,2043.0,3703.0,2159.0,1244.0,,1345.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2016-09-30,20174.0,5872.0,1120.0,2396.0,1119.0,1085.0,2043.0,75877.0,12594.0,35605.0,16885.0,3562.0,3409.0,2043.0,2310.0,87.0,1416.0,,1611.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2016-12-31,21250.0,6260.0,1728.0,2942.0,1009.0,1059.0,2043.93,81907.0,13105.0,36371.0,17106.0,3283.0,3397.0,2042.89,4247.0,116.0,1600.0,,2562.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2017-03-31,23026.0,6852.0,2001.0,3353.0,1838.0,1762.0,2043.0,84952.0,13037.0,38445.0,17041.0,3481.0,3373.0,2043.0,668.0,0.0,1352.0,,1396.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2017-06-30,24591.0,7354.0,2455.0,3844.0,1562.0,1484.0,2044.0,82343.0,13179.0,39584.0,17124.0,3741.0,3183.0,2042.89,4330.0,2625.0,1389.0,,1350.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2017-09-30,22799.0,6581.0,1952.0,3402.0,2184.0,2037.0,2045.0,82684.0,20093.0,46834.0,22954.0,9065.0,3077.0,2042.89,2950.0,369.0,1450.0,,1501.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2017-12-31,38804.0,12423.0,4255.0,6225.0,3599.0,3499.0,2044.42,87031.0,13937.0,54631.0,33337.0,8245.0,9012.0,2044.7,6399.0,75.0,1970.0,,3049.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2018-03-31,39971.0,12866.0,3080.0,4989.0,2077.0,2091.0,2045.0,86233.0,11220.0,54631.0,30742.0,5269.0,8746.0,2045.0,1989.0,0.0,1909.0,,1369.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2018-06-30,41254.0,12867.0,2700.0,4591.0,2073.0,2108.0,2046.0,82676.0,7796.0,53575.0,31296.0,4969.0,9377.0,2046.0,1518.0,3581.0,1891.0,,1537.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2018-09-30,39766.0,12248.0,1828.0,3679.0,925.0,751.0,2046.0,83012.0,8760.0,54403.0,32410.0,6607.0,7886.0,2046.0,2574.0,19.0,1851.0,,1796.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2018-12-31,38386.0,11503.0,148.0,1867.0,-751.0,-694.0,2045.19,85820.0,7771.0,54998.0,35817.0,9373.0,9342.0,2046.3,944.0,22.0,1719.0,,2517.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2019-03-31,37583.0,10349.0,17.0,2115.0,-124.0,10.0,2046.0,84691.0,7722.0,56268.0,35732.0,8913.0,10559.0,2046.0,779.0,0.0,2098.0,,1631.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2019-06-30,39176.0,11151.0,609.0,2714.0,-190.0,-85.0,2047.0,81144.0,12151.0,58055.0,32879.0,8177.0,18620.0,2046.3,2600.0,2558.0,2105.0,,2231.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2019-09-30,37517.0,11191.0,99.0,2335.0,-1390.0,-1259.0,2048.0,80275.0,12210.0,56897.0,29885.0,6074.0,19985.0,2048.0,3491.0,0.0,2236.0,,1971.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2019-12-31,35490.0,11030.0,303.0,2435.0,-665.0,-477.0,2047.23,79933.0,13890.0,53665.0,29691.0,6157.0,18858.0,2047.65,5680.0,91.0,3045.0,,2893.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2020-03-31,31609.0,11012.0,2244.0,4153.0,-2025.0,-1811.0,2048.0,83213.0,14920.0,61923.0,34057.0,7728.0,21290.0,2047.65,1679.0,0.0,1909.0,,1351.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2020-06-30,25343.0,7692.0,193.0,3842.0,-1471.0,-1248.0,2049.0,75633.0,21182.0,60480.0,27508.0,7094.0,26595.0,2047.65,1765.0,0.0,3649.0,,1149.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2020-09-30,27516.0,9259.0,1944.0,3655.0,-223.0,-223.0,2049.0,73833.0,23447.0,63004.0,28439.0,6915.0,25873.0,2049.0,4001.0,0.0,1786.0,,1261.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2020-12-31,12067.0,5174.0,1304.0,2155.0,5377.0,5125.0,2049.0,74279.0,22199.0,60055.0,29048.0,4748.0,24811.0,2049.12,4725.0,2628.0,1810.0,,1766.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2021-03-31,31951.0,11071.0,2230.0,4106.0,1501.0,1441.0,2049.0,74745.0,19687.0,50798.0,26199.0,4701.0,23658.0,2049.0,524.0,0.0,1876.0,,1017.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2021-06-30,34559.0,11461.0,2579.0,4471.0,2804.0,2584.0,2051.0,77908.0,24413.0,60705.0,29676.0,4183.0,24562.0,2051.0,2093.0,2564.0,1892.0,,1369.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2021-09-30,36710.0,10921.0,2267.0,4355.0,1108.0,1009.0,2051.0,77535.0,26666.0,65501.0,31463.0,4186.0,25495.0,2051.0,-360.0,0.0,2102.0,,1300.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2021-12-31,46433.0,19512.0,9551.0,11668.0,8529.0,7125.0,2050.27,84064.0,33342.0,75713.0,39569.0,6428.0,21989.0,2051.48,8423.0,258.0,2411.0,,2334.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2022-03-31,46616.0,15436.0,5845.0,7865.0,6410.0,5739.0,2051.0,93906.0,34468.0,85660.0,44738.0,7072.0,21073.0,2051.48,-102.0,0.0,2020.0,,1309.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2022-06-30,64793.0,25595.0,15015.0,17182.0,11136.0,11277.0,2052.0,99347.0,32932.0,91511.0,47676.0,7796.0,21054.0,2053.0,15066.0,11084.0,2168.0,,2063.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2022-09-30,52445.0,15984.0,7293.0,9429.0,6676.0,6851.0,2053.0,107129.0,33250.0,93086.0,49441.0,11085.0,20790.0,2052.0,6018.0,2976.0,2185.0,,2542.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2022-12-31,44075.0,12948.0,1314.0,3870.0,194.0,287.0,2047.12,102455.0,35105.0,89128.0,42807.0,6746.0,29609.0,2042.4,8411.0,119.0,2556.0,,3690.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2023-03-31,48534.0,15050.0,3003.0,5192.0,1144.0,1265.0,2038.0,108582.0,34871.0,93438.0,42342.0,5899.0,29615.0,2034.0,3704.0,0.0,2186.0,,2633.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2023-06-30,53630.0,19181.0,10910.0,13250.0,5056.0,5212.0,2026.0,106873.0,26333.0,82702.0,40393.0,5271.0,29756.0,2026.0,10110.0,12574.0,2340.0,,3476.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2023-09-30,44702.0,11874.0,-2417.0,-90.0,-625.0,-358.0,2025.0,103063.0,22932.0,76967.0,41718.0,5764.0,29944.0,2025.0,5088.0,0.0,2327.0,,3200.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2023-12-31,46754.0,14583.0,3058.0,5596.0,-2772.0,-2537.0,2041.32,100578.0,29159.0,80012.0,43892.0,7111.0,28978.0,2012.05,3318.0,0.0,6962.0,,4329.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2024-03-31,47545.0,15048.0,3120.0,5592.0,428.0,941.0,2006.0,105502.0,25940.0,80200.0,42768.0,8169.0,30996.0,2005.0,-80.0,0.0,2472.0,,3078.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2024-06-30,50944.0,15036.0,3666.0,6164.0,1421.0,2144.0,2005.0,98448.0,23598.0,77494.0,51147.0,16249.0,22867.0,1995.0,4178.0,5015.0,2515.0,,3240.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2024-09-30,50089.0,15539.0,2440.0,4891.0,1409.0,793.0,1995.0,99123.0,24091.0,79027.0,49540.0,13935.0,23864.0,1992.0,4655.0,0.0,2473.0,,2867.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2024-12-31,55057.0,18532.0,8040.0,10750.0,1782.0,1912.0,1985.2,101461.0,18928.0,75625.0,49411.0,11601.0,23147.0,1976.71,6603.0,0.0,2710.0,,4370.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2025-03-31,57094.0,20075.0,9539.0,12085.0,5861.0,4833.0,1975.0,102412.0,23177.0,81629.0,49476.0,13150.0,24021.0,1975.0,3980.0,0.0,2828.0,,2704.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2025-06-30,53116.0,16940.0,3695.0,6212.0,2450.0,2053.0,1975.0,99260.0,23346.0,78122.0,40664.0,7710.0,29838.0,1965.0,7640.0,4445.0,2542.0,,2658.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2025-09-30,50546.0,15054.0,3328.0,5883.0,2149.0,2194.0,1965.0,101661.0,23985.0,79117.0,41410.0,8281.0,28720.0,1965.0,3698.0,0.0,2555.0,,2161.0
Norsk Hydro ASA (NHY.OL),Metals & Mining,2025-12-31,47215.0,12459.0,-4326.0,-417.0,-2156.0,-2363.0,1964.43,99844.0,27749.0,81480.0,47142.0,8149.0,28425.0,1965.28,7993.0,136.0,3552.0,,4059.0
Orkla ASA (ORK.OL),Food & Tobacco,2000-03-31,7405.0,4192.0,461.0,968.0,570.0,556.0,1054.46,14893.0,12572.0,21846.0,,,19505.0,1054.46,448.0,,507.0,-341.0,301.0
Orkla ASA (ORK.OL),Food & Tobacco,2000-06-30,8875.0,4867.0,973.0,1499.0,853.0,788.0,1054.46,15722.0,12991.0,22861.0,,,20853.0,1054.46,652.0,,526.0,-703.0,370.0
Orkla ASA (ORK.OL),Food & Tobacco,2000-09-30,8623.0,4554.0,858.0,1383.0,2220.0,2163.0,1054.46,17819.0,12856.0,22491.0,,,16935.0,1054.46,1403.0,,525.0,133.0,243.0
Orkla ASA (ORK.OL),Food & Tobacco,2000-12-31,9180.0,5002.0,794.0,1199.0,140.0,94.0,1066.38,17301.0,12758.0,23951.0,0.0,1625.0,19746.0,1052.79,,,,,
Orkla ASA (ORK.OL),Food & Tobacco,2001-03-31,10405.0,5728.0,580.0,1227.0,435.0,402.0,1052.79,17829.0,12895.0,27047.0,,,24094.0,1052.79,1355.0,,647.0,252.0,659.0
Orkla ASA (ORK.OL),Food & Tobacco,2001-06-30,11534.0,6474.0,1164.0,1797.0,1085.0,1028.0,1052.79,18933.0,13346.0,27990.0,,,24827.0,1052.79,796.0,,633.0,-883.0,137.0
Orkla ASA (ORK.OL),Food & Tobacco,2001-09-30,11283.0,6327.0,1044.0,1683.0,270.0,198.0,1052.79,18939.0,12689.0,27416.0,,,24681.0,1052.79,1657.0,,639.0,87.0,232.0
Orkla ASA (ORK.OL),Food & Tobacco,2001-12-31,11577.0,9331.0,926.0,1724.0,690.0,641.0,1069.04,18957.0,11599.0,26211.0,0.0,4681.0,22712.0,1053.44,2041.0,,687.0,556.0,712.0
Orkla ASA (ORK.OL),Food & Tobacco,2002-03-31,10278.0,10278.0,582.0,1134.0,310.0,270.0,1053.44,18711.0,12182.0,26342.0,,,23857.0,1053.44,723.0,21.0,665.0,-404.0,410.0
Orkla ASA (ORK.OL),Food & Tobacco,2002-06-30,11173.0,11173.0,1081.0,1641.0,787.0,733.0,1053.44,19015.0,12017.0,26304.0,,,22968.0,1053.44,,,,,
Orkla ASA (ORK.OL),Food & Tobacco,2002-09-30,10545.0,10545.0,1083.0,1746.0,569.0,504.0,1053.44,19607.0,12064.0,25389.0,,,20947.0,1053.44,1480.0,,663.0,-141.0,388.0
Orkla ASA (ORK.OL),Food & Tobacco,2002-12-31,-3533.0,-3533.0,-604.0,-898.0,-27.0,104.0,1030.44,17800.0,13399.0,21095.0,8284.0,2167.0,13768.0,1041.48,-2219.0,,,-115.0,
Orkla ASA (ORK.OL),Food & Tobacco,2003-03-31,7024.0,7024.0,442.0,1148.0,-29.0,-22.0,1041.48,18777.0,11297.0,26183.0,,,23001.0,1041.48,623.0,18.0,706.0,-384.0,390.0
Orkla ASA (ORK.OL),Food & Tobacco,2003-06-30,7536.0,7536.0,629.0,935.0,1220.0,1208.0,1041.48,19226.0,11684.0,19774.0,7590.0,1853.0,12436.0,1041.48,-698.0,717.0,93.0,171.0,
Orkla ASA (ORK.OL),Food & Tobacco,2003-09-30,7359.0,7359.0,566.0,972.0,725.0,720.0,1041.48,19834.0,12334.0,20238.0,7720.0,1900.0,12313.0,1041.48,580.0,2.0,406.0,168.0,
Orkla ASA (ORK.OL),Food & Tobacco,2003-12-31,8241.0,8241.0,-108.0,1035.0,6.0,-5.0,1005.81,13579.0,13143.0,20909.0,13044.0,1261.0,13038.0,1030.95,559.0,,1143.0,270.0,
Orkla ASA (ORK.OL),Food & Tobacco,2004-03-31,7897.0,7897.0,478.0,789.0,13334.0,13324.0,1030.95,32638.0,17678.0,25894.0,6915.0,634.0,6824.0,1030.95,512.0,3.0,307.0,-200.0,
Orkla ASA (ORK.OL),Food & Tobacco,2004-06-30,7874.0,7874.0,576.0,876.0,1014.0,991.0,1030.95,27726.0,12042.0,20739.0,7882.0,1213.0,5532.0,1030.95,552.0,5652.0,299.0,44.0,
Orkla ASA (ORK.OL),Food & Tobacco,2004-09-30,7752.0,7752.0,93.0,629.0,395.0,381.0,1030.95,27884.0,11943.0,19712.0,6578.0,499.0,5284.0,1030.95,816.0,348.0,536.0,499.0,
Orkla ASA (ORK.OL),Food & Tobacco,2004-12-31,8603.0,8603.0,901.0,1173.0,882.0,858.0,1032.27,31246.0,15478.0,23122.0,7558.0,1326.0,4246.0,1028.93,2448.0,12.0,217.0,731.0,
Orkla ASA (ORK.OL),Food & Tobacco,2005-03-31,11346.0,11346.0,1082.0,1651.0,1297.0,1137.0,1032.38,33801.0,16753.0,32764.0,19174.0,2705.0,12843.0,1028.93,62.0,1.0,569.0,-319.0,
Orkla ASA (ORK.OL),Food & Tobacco,2005-06-30,11990.0,11990.0,889.0,1447.0,1560.0,1530.0,1004.05,33389.0,15549.0,31437.0,16078.0,7027.0,11980.0,1028.93,738.0,1823.0,558.0,-820.0,
Orkla ASA (ORK.OL),Food & Tobacco,2005-09-30,11325.0,11325.0,1022.0,1527.0,1532.0,1509.0,1028.93,35716.0,18208.0,34805.0,16018.0,5660.0,14096.0,1028.93,1429.0,179.0,490.0,135.0,
Orkla ASA (ORK.OL),Food & Tobacco,2005-12-31,12646.0,12646.0,1064.0,1634.0,1625.0,1622.0,923.82,37177.0,18588.0,35991.0,17842.0,5703.0,13045.0,1031.39,2471.0,78.0,870.0,554.0,
Orkla ASA (ORK.OL),Food & Tobacco,2006-03-31,12498.0,12498.0,1116.0,1688.0,1763.0,1742.0,1008.73,39716.0,19750.0,37104.0,16801.0,4180.0,13737.0,1031.39,454.0,21.0,499.0,-524.0,
Orkla ASA (ORK.OL),Food & Tobacco,2006-06-30,12954.0,12954.0,990.0,1485.0,1699.0,1694.0,975.61,38166.0,17504.0,33861.0,16083.0,5090.0,15178.0,1031.39,649.0,1447.0,420.0,-353.0,
Orkla ASA (ORK.OL),Food & Tobacco,2006-09-30,12651.0,12651.0,1167.0,1667.0,5241.0,5232.0,1033.99,44272.0,20023.0,44148.0,22120.0,11202.0,11187.0,1031.39,1158.0,230.0,499.0,1.0,
Orkla ASA (ORK.OL),Food & Tobacco,2006-12-31,12171.0,12171.0,1100.0,1992.0,2585.0,2568.0,1119.19,47773.0,20012.0,37559.0,15346.0,3552.0,10849.0,1029.61,2445.0,6.0,892.0,639.0,
Orkla ASA (ORK.OL),Food & Tobacco,2007-03-31,13888.0,13888.0,1409.0,1933.0,2839.0,2804.0,1047.6,49960.0,21770.0,39491.0,16392.0,4446.0,14866.0,1029.61,1001.0,20.0,521.0,-445.0,
Orkla ASA (ORK.OL),Food & Tobacco,2007-06-30,14049.0,14049.0,1138.0,1659.0,2736.0,2722.0,1047.6,51786.0,22767.0,45791.0,18587.0,3636.0,17182.0,1030.82,709.0,1947.0,518.0,-419.0,
Orkla ASA (ORK.OL),Food & Tobacco,2007-09-30,15966.0,15966.0,913.0,1839.0,1810.0,1763.0,1028.66,50430.0,20248.0,42364.0,17095.0,3207.0,16734.0,1030.82,1295.0,128.0,926.0,56.0,
Orkla ASA (ORK.OL),Food & Tobacco,2007-12-31,17514.0,17514.0,1145.0,1748.0,1060.0,1110.0,1009.09,52663.0,20525.0,41686.0,17293.0,3188.0,16093.0,1024.39,3139.0,19.0,603.0,9.0,
Orkla ASA (ORK.OL),Food & Tobacco,2008-03-31,16332.0,16332.0,977.0,1512.0,687.0,635.0,1058.33,50815.0,20975.0,42150.0,18769.0,4186.0,18336.0,1014.44,585.0,19.0,528.0,-335.0,
Orkla ASA (ORK.OL),Food & Tobacco,2008-06-30,16851.0,16851.0,1134.0,1687.0,1982.0,1904.0,1002.11,49989.0,19509.0,43996.0,19033.0,3691.0,22429.0,1014.47,-764.0,2175.0,553.0,-854.0,
Orkla ASA (ORK.OL),Food & Tobacco,2008-09-30,15904.0,15904.0,973.0,1536.0,-1215.0,-1216.0,977.05,48245.0,16751.0,40600.0,16706.0,2578.0,25777.0,1014.75,-261.0,137.0,513.0,-637.0,
Orkla ASA (ORK.OL),Food & Tobacco,2008-12-31,8758.0,8758.0,-79.0,1385.0,-4419.0,-4151.0,1027.77,47383.0,15883.0,42926.0,20026.0,3654.0,29598.0,1017.01,3683.0,17.0,1464.0,1136.0,
Orkla ASA (ORK.OL),Food & Tobacco,2009-03-31,13448.0,13448.0,183.0,851.0,638.0,708.0,1017.01,46758.0,13686.0,34008.0,14459.0,2659.0,27977.0,1017.01,-181.0,1.0,658.0,-282.0,
Orkla ASA (ORK.OL),Food & Tobacco,2009-06-30,13652.0,13652.0,284.0,921.0,243.0,255.0,1017.01,46801.0,13859.0,33353.0,14184.0,3702.0,28329.0,1017.01,12.0,2168.0,625.0,586.0,
Orkla ASA (ORK.OL),Food & Tobacco,2009-09-30,14088.0,14088.0,758.0,1427.0,481.0,458.0,1017.09,47189.0,14197.0,32715.0,13417.0,3499.0,28755.0,1017.09,1673.0,159.0,650.0,532.0,
Orkla ASA (ORK.OL),Food & Tobacco,2009-12-31,9045.0,9045.0,5135.0,5910.0,1198.0,1170.0,1018.91,48555.0,15240.0,39339.0,12380.0,1746.0,29042.0,1019.07,3763.0,26.0,775.0,1207.0,
Orkla ASA (ORK.OL),Food & Tobacco,2010-03-31,13094.0,13094.0,650.0,1096.0,-3612.0,-3620.0,1019.35,45469.0,15286.0,36629.0,14177.0,2764.0,22549.0,1019.35,-169.0,2.0,436.0,-988.0,
Orkla ASA (ORK.OL),Food & Tobacco,2010-06-30,14162.0,14162.0,912.0,1381.0,-2027.0,-2058.0,1019.61,41060.0,14432.0,37605.0,15453.0,3533.0,26578.0,1019.61,46.0,2189.0,469.0,-740.0,
Orkla ASA (ORK.OL),Food & Tobacco,2010-09-30,14198.0,14198.0,1023.0,1497.0,3111.0,3112.0,1019.73,44190.0,15087.0,38428.0,15101.0,2880.0,26354.0,1019.61,-220.0,128.0,464.0,-261.0,
Orkla ASA (ORK.OL),Food & Tobacco,2010-12-31,15884.0,15884.0,1307.0,2045.0,1663.0,1648.0,1020.06,46566.0,14493.0,45866.0,14709.0,1380.0,21820.0,1021.99,4139.0,41.0,1280.0,768.0,
Orkla ASA (ORK.OL),Food & Tobacco,2011-03-31,15000.0,15000.0,779.0,1264.0,2954.0,2952.0,1020.0,49050.0,13491.0,46408.0,14429.0,2472.0,21204.0,1022.39,-1163.0,3.0,477.0,-1254.0,
Orkla ASA (ORK.OL),Food & Tobacco,2011-06-30,-199.0,-199.0,399.0,423.0,-2638.0,-2652.0,1020.0,41944.0,16127.0,35685.0,11954.0,897.0,15571.0,1018.59,879.0,,0.0,,
