company_name,sector,period_end,revenue,gross_profit,ebit,ebitda,net_income_before_minority,net_income,shares_diluted,total_equity,cash,current_assets,current_liabilities,short_term_debt,long_term_debt,shares_outstanding,ocf,dividends_paid,da_cf_reconcile,wc_change_cf,capex
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2007-03-31,97.23,32.05,8.89,13.73,5.67,5.49,331.85,227.77,5.86,180.05,96.31,5.3,29.2,323.51,3.69,,,-7.04,3.96
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2007-06-30,109.51,37.34,13.71,18.59,8.74,8.3,317.42,213.13,11.63,193.61,102.23,5.37,51.34,319.05,12.25,,,1.19,5.0
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2007-09-30,108.92,38.01,16.48,21.61,10.43,9.93,320.41,207.26,11.15,204.46,109.6,4.75,59.67,314.66,10.55,0.0,,-9.16,4.06
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2007-12-31,120.36,41.65,16.66,21.92,11.7,11.32,275.24,204.8,24.06,202.37,104.52,0.9,51.72,310.82,39.82,0.0,,20.98,4.83
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2008-03-31,99.32,36.06,10.45,15.04,6.62,6.47,310.04,198.56,12.59,182.41,93.76,2.31,42.56,310.04,2.74,0.0,,-3.44,4.6
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2008-06-30,110.05,41.6,15.31,19.82,9.65,9.22,305.43,188.78,7.26,198.8,98.42,2.32,65.02,305.43,-1.05,8.79,,-20.24,5.05
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2008-09-30,109.36,39.64,14.33,18.9,8.85,8.47,300.83,200.83,1.49,204.06,107.5,2.86,75.29,300.83,13.2,0.0,,-4.3,22.41
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2008-12-31,120.32,40.08,15.2,20.44,10.19,9.53,305.71,207.99,11.75,189.37,91.59,2.41,58.41,300.05,28.5,0.0,,11.29,7.68
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2009-03-31,84.05,27.83,5.63,10.6,8.57,8.18,299.59,219.74,3.16,187.3,92.34,6.03,54.06,298.6,0.47,0.0,,-11.19,4.18
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2009-06-30,92.62,33.3,9.11,13.91,5.62,4.95,301.38,208.65,1.93,191.34,94.42,3.08,67.31,297.64,2.67,8.46,,0.02,4.32
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2009-09-30,97.96,35.48,15.07,19.89,10.73,9.94,299.31,215.34,0.43,188.7,105.07,3.88,56.34,296.91,22.24,0.0,,2.1,5.31
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2009-12-31,106.44,31.92,3.44,11.69,5.73,5.35,289.68,222.43,8.21,180.56,97.25,4.69,42.2,296.28,27.97,0.0,,15.36,4.83
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2010-03-31,90.16,33.44,10.42,15.39,6.88,6.05,295.97,239.31,3.59,185.61,106.41,1.6,31.9,295.97,13.39,0.0,,5.93,4.96
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2010-06-30,111.09,42.26,17.05,22.7,9.79,8.13,295.97,250.24,3.01,208.4,115.77,2.91,51.19,295.97,1.4,10.28,,-13.78,10.03
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2010-09-30,118.96,46.59,21.63,27.4,-13.82,-15.41,295.97,218.64,7.14,208.73,122.23,1.5,69.58,295.97,22.69,0.0,,-1.42,6.59
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2010-12-31,61.4,78.54,9.76,11.74,7.86,6.94,296.17,235.28,7.27,201.17,142.76,32.1,30.03,295.97,28.03,0.0,,6.72,16.79
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2011-03-31,100.21,41.44,14.07,19.54,9.18,8.32,295.77,233.84,13.84,212.29,147.55,28.71,93.39,295.77,5.16,0.0,,-4.29,6.16
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2011-06-30,121.69,50.35,21.77,27.57,15.02,13.82,295.77,233.33,14.83,230.53,162.62,28.6,101.16,295.77,12.12,11.35,,-14.3,5.59
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2011-09-30,131.22,52.95,25.1,30.66,18.02,16.15,295.77,258.69,15.13,239.65,183.79,28.69,70.95,295.77,38.48,0.0,,8.04,5.25
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2011-12-31,120.52,117.32,19.76,26.16,11.51,10.75,295.84,276.75,23.05,234.91,154.41,29.19,66.53,295.77,17.07,0.0,,-6.21,10.75
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2012-03-31,110.17,47.09,15.83,21.84,10.52,9.56,295.81,281.64,28.5,237.98,156.36,29.87,67.54,295.81,3.29,0.0,,-4.85,5.26
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2012-06-30,125.36,54.52,22.07,28.53,14.99,13.64,295.81,278.45,12.14,243.69,143.88,0.0,96.43,295.81,-14.99,20.54,,-6.56,6.85
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2012-09-30,149.15,59.87,23.26,31.64,15.5,13.61,295.81,287.84,13.04,298.45,194.41,0.0,223.07,295.81,24.55,0.0,,-4.62,6.26
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2012-12-31,161.25,139.39,27.58,43.13,23.09,22.3,295.6,311.08,24.14,278.44,150.13,0.76,210.65,295.54,31.88,0.0,,,9.64
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2013-03-31,130.01,50.97,11.71,17.05,7.75,7.0,295.9,321.99,20.46,291.47,154.99,2.43,205.93,295.9,1.53,0.0,,-11.01,5.44
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2013-06-30,154.75,58.7,20.35,25.6,13.38,11.9,296.72,305.01,17.09,292.92,154.64,0.0,219.86,295.9,15.8,24.32,,-6.98,8.2
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2013-09-30,155.11,59.61,23.83,29.16,16.81,15.31,296.34,316.59,18.07,297.8,221.31,61.51,142.01,295.9,25.43,0.0,,-5.34,7.26
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2013-12-31,127.08,117.65,21.16,34.59,14.51,13.68,293.38,328.72,19.68,271.27,195.28,66.21,120.46,295.5,28.36,,,20.51,13.81
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2014-03-31,122.44,47.39,9.48,17.3,6.27,5.78,292.12,331.33,9.58,278.13,211.2,61.19,119.95,295.75,1.46,0.0,,-5.03,7.38
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2014-06-30,138.76,53.6,15.97,23.7,11.12,10.15,297.5,319.61,23.51,299.17,156.32,0.0,207.28,295.75,16.62,24.32,,-1.66,8.32
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2014-09-30,143.57,55.31,21.44,29.37,15.81,14.25,294.75,343.91,21.25,318.42,172.99,,192.92,295.75,28.51,0.0,,-6.49,8.21
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2014-12-31,147.0,127.09,27.84,40.42,13.97,12.99,297.26,358.89,48.27,333.22,160.29,10.0,172.39,295.55,36.32,0.0,,1.41,13.52
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2015-03-31,126.76,47.89,8.66,17.22,5.62,5.12,298.0,383.59,33.92,325.04,205.84,36.31,120.79,295.76,5.68,0.0,,-2.92,7.35
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2015-06-30,171.75,66.36,24.61,33.17,17.47,15.93,296.74,368.3,38.83,365.11,258.79,61.38,117.8,295.76,15.99,25.0,,-12.69,7.53
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2015-09-30,191.54,71.98,31.75,40.56,22.03,19.98,296.59,383.44,41.57,364.84,234.39,30.03,121.24,295.76,42.02,0.0,,2.1,5.75
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2015-12-31,194.48,155.35,34.08,48.17,26.54,25.41,292.13,410.95,32.59,340.95,180.31,,125.67,295.26,36.77,0.0,,2.81,23.64
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2016-03-31,142.89,54.04,12.76,21.59,9.1,8.39,295.56,416.53,36.75,339.75,187.62,0.0,121.25,295.71,12.41,0.0,,2.73,7.45
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2016-06-30,189.95,74.9,30.6,39.67,23.48,21.96,295.74,414.3,42.28,369.86,196.51,,134.83,295.74,25.68,27.78,,-6.85,7.45
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2016-09-30,184.6,72.37,31.63,41.78,26.18,23.82,294.93,437.41,37.24,377.19,224.34,,109.18,295.74,37.48,0.0,,-6.06,9.22
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2016-12-31,195.44,172.19,32.06,49.11,20.99,20.54,295.22,461.7,43.96,354.8,190.67,,83.67,295.04,43.13,0.0,,17.13,15.24
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2017-03-31,174.01,63.33,13.79,23.48,10.02,10.59,295.13,469.92,57.51,387.31,234.69,0.0,128.24,295.13,13.59,0.0,,3.94,8.72
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2017-06-30,210.72,81.44,28.64,39.08,22.05,23.75,295.53,448.45,52.36,387.56,220.73,0.0,155.29,295.53,18.11,33.11,,-11.42,7.24
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2017-09-30,198.42,78.06,28.31,38.35,21.43,23.69,363.11,460.11,50.42,398.36,235.74,0.0,129.08,295.53,40.11,0.0,,-3.35,10.61
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2017-12-31,212.44,182.52,26.95,44.64,16.76,7.46,295.13,466.64,60.28,373.62,207.74,,130.02,295.13,37.03,0.0,,13.39,32.37
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2018-03-31,182.1,67.64,10.53,21.05,8.42,8.96,338.43,464.71,61.72,391.93,242.46,,172.53,295.13,12.48,,,-4.61,14.41
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2018-06-30,222.62,87.67,27.65,39.45,20.01,21.18,295.47,458.67,35.61,396.2,296.35,60.0,133.98,295.47,13.25,36.29,,-23.77,17.59
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2018-09-30,234.6,95.65,38.17,50.38,28.17,29.96,335.56,484.05,30.2,423.96,335.01,60.08,97.16,295.47,45.16,0.0,,1.35,17.95
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2018-12-31,255.93,220.29,36.02,59.44,24.56,17.07,177.36,512.42,40.07,419.7,309.41,65.69,88.21,295.47,35.89,0.0,,3.74,26.95
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2019-03-31,213.5,84.3,15.87,21.2,11.48,11.89,317.53,523.2,49.19,445.28,335.87,57.71,209.86,295.47,23.5,0.0,,-5.36,14.01
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2019-06-30,238.8,95.06,31.1,51.13,22.31,23.36,324.0,472.35,32.6,449.3,373.11,122.71,219.4,295.78,4.66,68.47,,-41.7,11.63
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2019-09-30,241.53,94.66,36.97,57.24,26.04,27.4,331.23,501.8,37.12,475.02,384.14,111.02,204.09,295.78,44.5,0.0,,1.1,12.93
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2019-12-31,255.03,268.42,35.41,39.36,27.14,20.84,207.31,515.86,46.71,441.39,248.33,29.64,273.36,295.04,59.58,0.0,,7.79,19.53
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2020-03-31,221.25,88.18,16.58,37.08,-2.44,-2.1,218.0,498.44,38.71,429.18,277.56,13.51,265.37,295.04,25.43,0.0,20.5,8.28,10.26
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2020-06-30,210.62,84.93,20.71,40.62,17.63,16.92,271.97,527.33,42.52,470.45,317.69,57.24,236.92,295.24,11.18,0.0,19.92,-34.59,9.08
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2020-09-30,241.69,105.32,41.93,62.11,28.31,27.05,294.39,546.25,58.33,486.96,303.1,43.52,232.25,295.36,40.51,0.0,20.17,-8.72,12.09
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2020-12-31,255.03,271.0,42.08,61.91,30.46,29.96,312.27,518.18,50.79,420.73,250.41,24.88,215.46,295.24,82.82,37.76,19.83,49.7,18.2
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2021-03-31,223.15,89.27,17.84,38.51,11.76,12.6,317.63,538.69,45.27,443.25,280.18,0.0,234.05,295.24,26.23,0.0,20.67,-15.03,11.24
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2021-06-30,266.23,114.56,40.64,61.16,29.4,30.82,325.55,520.76,50.42,475.88,288.36,0.0,263.01,295.46,28.39,43.9,20.52,-24.71,10.45
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2021-09-30,279.23,118.77,46.37,66.83,33.82,35.52,325.96,560.7,47.13,500.22,309.27,0.0,212.03,295.46,57.71,0.0,20.47,-14.41,9.43
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2021-12-31,305.83,306.2,48.21,70.37,36.7,28.54,197.46,598.6,63.09,524.86,348.1,39.95,135.05,295.46,62.92,0.0,22.16,-10.56,9.85
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2022-03-31,252.09,95.55,18.96,40.53,14.71,15.19,295.46,624.8,63.72,557.65,380.81,42.2,182.02,295.46,16.7,0.0,21.56,-6.08,23.51
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2022-06-30,305.49,123.13,39.07,61.86,25.21,26.62,296.04,572.63,75.11,619.63,405.29,44.21,268.4,295.77,31.01,91.48,22.79,-21.78,14.01
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2022-09-30,314.2,125.04,40.63,62.99,30.18,31.83,295.24,593.09,61.88,621.65,397.29,48.76,253.76,295.24,32.32,3.32,22.36,-31.64,17.46
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2022-12-31,334.7,339.01,44.57,68.08,35.25,28.1,1476.2,608.52,70.52,637.24,336.03,27.36,303.65,295.24,33.66,,23.51,-31.67,19.98
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2023-03-31,295.85,115.16,21.38,44.3,11.67,12.06,295.24,605.23,63.42,611.56,375.16,24.04,297.39,295.24,46.46,1.09,22.93,7.02,19.66
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2023-06-30,332.0,137.0,42.0,64.0,28.0,29.0,295.53,580.0,55.0,641.0,364.0,20.0,357.0,295.53,3.0,47.0,22.0,-46.0,
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2023-09-30,308.31,130.25,34.47,56.14,17.19,18.77,295.53,600.96,44.99,713.61,375.93,28.96,395.95,295.53,-24.47,2.11,21.66,-74.91,16.58
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2023-12-31,355.13,363.93,47.14,70.65,9.01,1.21,295.12,591.0,104.0,715.0,480.0,69.0,368.0,295.53,-132.2,,,1250.3,
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2024-03-31,291.0,113.0,12.0,35.0,2.0,3.0,295.53,589.0,95.0,709.0,485.0,76.0,378.0,295.53,20.0,2.0,23.0,-22.0,
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2024-06-30,333.0,142.0,40.0,64.0,25.0,27.0,295.79,562.0,89.0,721.0,465.0,73.0,439.0,295.79,34.0,52.0,24.0,-14.0,
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2024-09-30,326.0,137.0,40.0,63.0,23.0,25.0,342.86,571.0,93.0,701.0,483.0,85.0,392.0,295.79,99.0,0.0,23.0,31.0,
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2024-12-31,397.6,394.5,70.5,99.5,50.4,39.8,294.56,603.4,117.2,742.7,525.7,88.5,433.1,295.79,81.5,,29.0,12.9,
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2025-03-31,306.0,124.0,20.0,47.0,10.0,10.0,333.33,598.0,91.0,714.0,555.0,64.0,446.0,295.54,65.0,0.0,27.0,-5.0,
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2025-06-30,325.0,138.0,38.0,65.0,28.0,26.0,288.89,546.0,119.0,752.0,513.0,48.0,563.0,295.78,17.0,55.0,27.0,-20.0,
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2025-09-30,306.0,129.0,25.0,52.0,17.0,20.0,295.78,547.0,112.0,781.0,529.0,47.0,643.0,295.78,65.0,4.0,27.0,-4.0,
Tomra Systems ASA (TOM.OL),"Machinery, Tools, Heavy Vehicles, Trains & Ships",2025-12-31,382.0,169.0,62.0,96.0,44.0,44.0,293.33,584.0,87.0,759.0,480.0,28.0,667.0,295.4,25.0,1.0,34.0,-7.0,
Var Energi ASA (VAR.OL),Oil & Gas,2020-12-31,798.56,128.88,60.3,502.73,-578.4,-578.4,2496.41,,,,,,,,786.46,,1254.51,99.97,571.21
Var Energi ASA (VAR.OL),Oil & Gas,2021-03-31,1064.03,379.21,349.27,838.29,161.76,161.76,2496.41,1800.23,77.0,1198.23,1067.36,38.3,5351.9,2496.41,930.35,,286.49,-115.03,561.76
Var Energi ASA (VAR.OL),Oil & Gas,2021-06-30,1113.6,434.56,387.46,738.63,109.45,109.45,2496.41,1650.21,9.34,1109.6,1189.02,38.35,5185.1,2496.41,1273.93,,381.11,67.01,631.02
Var Energi ASA (VAR.OL),Oil & Gas,2021-09-30,1620.68,866.0,824.27,1219.14,155.86,155.86,2496.41,1553.52,6.38,1096.72,1624.58,37.4,4807.15,2496.41,1312.39,,398.11,91.35,738.94
Var Energi ASA (VAR.OL),Oil & Gas,2021-12-31,2274.43,1524.33,1475.48,1944.98,222.21,222.21,2496.41,1502.87,9.46,1472.65,2280.29,442.03,4709.63,2496.41,922.48,,645.72,-458.27,723.72
Var Energi ASA (VAR.OL),Oil & Gas,2022-03-31,2490.51,1783.68,1738.69,2179.93,430.77,430.77,2496.41,1960.48,521.47,1651.97,3258.83,446.27,3507.4,2496.41,2182.16,,435.47,223.14,650.28
Var Energi ASA (VAR.OL),Oil & Gas,2022-06-30,2436.73,1780.5,1724.96,2053.75,67.66,67.66,2255.37,1587.89,885.37,1955.65,3248.09,446.5,3137.77,2496.41,1518.57,225.0,346.82,-139.62,595.86
Var Energi ASA (VAR.OL),Oil & Gas,2022-09-30,2526.44,1976.04,1935.69,2281.19,-50.06,-50.06,2503.05,1157.23,4.41,2671.17,3577.25,447.25,3107.49,2496.41,1481.21,260.0,920.31,-288.29,602.93
Var Energi ASA (VAR.OL),Oil & Gas,2022-12-31,2373.95,1688.29,1621.31,1953.74,486.27,486.27,2496.41,1481.57,434.69,1720.02,3309.15,599.31,2565.92,2496.41,339.14,290.0,433.88,74.48,814.41
Var Energi ASA (VAR.OL),Oil & Gas,2023-03-31,2093.88,1501.28,1432.44,1772.76,194.96,194.96,2437.01,1289.28,763.81,1779.49,3227.28,598.68,2542.52,2496.41,1333.43,300.0,357.4,119.13,649.56
Var Energi ASA (VAR.OL),Oil & Gas,2023-06-30,1436.36,820.09,777.82,1101.14,98.1,98.1,2452.4,1084.93,103.77,945.11,1935.42,98.34,3160.18,2496.41,171.26,270.0,323.49,194.55,695.92
Var Energi ASA (VAR.OL),Oil & Gas,2023-09-30,1620.65,981.49,907.09,1260.08,188.53,188.53,2496.41,1026.62,588.95,1506.32,2156.09,98.27,3617.18,2496.41,929.24,270.0,372.51,-14.88,652.6
Var Energi ASA (VAR.OL),Oil & Gas,2023-12-31,1698.83,986.57,925.63,1331.59,128.64,128.64,2496.41,968.57,724.73,1658.78,2124.09,99.27,3164.25,2496.41,771.82,270.0,936.56,73.77,683.64
Var Energi ASA (VAR.OL),Oil & Gas,2024-03-31,1955.63,1071.27,1002.96,1505.54,100.09,100.09,2112.28,673.83,699.7,1909.59,2795.85,44.64,4578.04,2496.41,953.53,270.0,520.99,-51.31,707.8
Var Energi ASA (VAR.OL),Oil & Gas,2024-06-30,1940.12,1095.9,998.17,1496.02,221.81,221.81,2496.0,636.48,306.36,1384.16,2346.76,21.34,4641.9,2496.41,603.75,270.0,533.61,110.92,783.95
Var Energi ASA (VAR.OL),Oil & Gas,2024-09-30,1871.01,1111.56,1053.53,1507.66,180.34,180.34,2496.0,566.9,782.9,1749.8,2514.6,85.7,4916.4,2496.41,1237.57,270.0,769.69,164.88,747.4
Var Energi ASA (VAR.OL),Oil & Gas,2024-12-31,1683.29,852.54,722.26,1183.56,-175.13,-175.13,2496.0,33.05,266.58,1266.85,1896.85,70.4,5223.63,2496.41,269.53,270.0,215.23,-80.49,702.07
Var Energi ASA (VAR.OL),Oil & Gas,2025-03-31,1871.33,1108.38,996.26,1454.54,452.86,452.86,2496.41,209.36,633.23,1711.93,2541.99,196.41,5373.33,2496.41,1231.95,270.0,534.04,49.48,626.43
Var Energi ASA (VAR.OL),Oil & Gas,2025-06-30,1849.0,866.6,758.4,1345.6,216.7,216.7,2496.41,172.8,699.8,1965.3,2633.7,202.3,6007.2,2496.41,649.1,300.0,203.5,-118.3,781.2
Var Energi ASA (VAR.OL),Oil & Gas,2025-09-30,2140.4,980.2,868.7,1731.6,151.7,151.7,2496.41,33.4,830.2,2119.2,2946.4,256.3,5990.7,2496.41,1193.3,300.0,709.7,-4.1,740.2
Veidekke ASA (VEI.OL),Construction & Engineering,2000-03-31,1436.1,1436.1,34.7,95.1,8.1,9.6,113.96,1058.0,171.0,2014.0,1896.0,387.0,1015.0,113.96,,,,,
Veidekke ASA (VEI.OL),Construction & Engineering,2000-06-30,1840.8,1840.8,113.4,184.1,55.2,52.5,113.96,1305.0,392.0,2728.0,2077.0,356.0,1239.0,113.96,,,,,
Veidekke ASA (VEI.OL),Construction & Engineering,2000-09-30,1940.3,1940.3,72.9,165.8,21.9,16.8,113.96,1327.0,541.0,3085.0,2305.0,419.0,1481.0,113.96,,,,,
Veidekke ASA (VEI.OL),Construction & Engineering,2000-12-31,2787.8,2787.8,112.0,206.8,42.4,41.7,162.1,1147.2,832.0,3772.6,3035.7,439.0,1739.0,132.95,,,,,
Veidekke ASA (VEI.OL),Construction & Engineering,2001-03-31,2282.6,2282.6,39.8,103.1,-5.1,-3.5,132.95,1316.0,619.0,3572.0,2827.0,413.0,1713.0,132.95,-123.0,,,,
Veidekke ASA (VEI.OL),Construction & Engineering,2001-06-30,2647.6,2647.6,74.4,168.2,9.8,6.0,132.95,1319.0,340.0,3747.0,3021.0,409.0,1673.0,132.95,-84.0,,,,
Veidekke ASA (VEI.OL),Construction & Engineering,2001-09-30,2809.1,2809.1,139.8,240.7,53.9,46.1,132.95,1370.0,384.0,4020.0,3001.0,416.0,1811.0,132.95,-74.0,,,,
Veidekke ASA (VEI.OL),Construction & Engineering,2001-12-31,2822.5,2822.5,67.9,171.1,29.4,20.7,138.55,1130.7,474.4,3838.1,3255.0,442.3,1403.4,135.19,513.2,,,,
Veidekke ASA (VEI.OL),Construction & Engineering,2002-03-31,2250.4,2250.4,47.8,100.2,5.0,6.2,135.19,1343.0,354.0,3638.0,2724.0,303.0,1704.0,135.19,-296.0,,,,
Veidekke ASA (VEI.OL),Construction & Engineering,2002-06-30,3113.1,3113.1,124.3,216.8,51.3,44.8,135.19,1376.0,365.0,3886.0,2981.0,384.0,1673.0,135.19,-4.0,,,,
Veidekke ASA (VEI.OL),Construction & Engineering,2002-09-30,2761.6,2761.6,131.3,219.9,52.7,45.5,135.19,1425.0,428.0,3997.0,2963.0,380.0,1351.0,135.19,110.0,,,,
Veidekke ASA (VEI.OL),Construction & Engineering,2002-12-31,3129.0,3129.0,88.1,140.1,33.1,27.4,135.46,1239.2,448.2,3095.4,2925.2,185.2,755.3,136.54,973.8,,,,
Veidekke ASA (VEI.OL),Construction & Engineering,2003-03-31,2254.8,2254.8,13.8,38.4,-10.2,-10.9,136.54,1275.0,335.0,3095.0,2995.0,252.0,712.0,136.54,-72.0,,,,
Veidekke ASA (VEI.OL),Construction & Engineering,2003-06-30,3091.5,3091.5,78.4,132.2,32.3,29.0,136.54,1338.0,475.0,3783.0,3196.0,322.0,1202.0,136.54,-178.0,,,,
Veidekke ASA (VEI.OL),Construction & Engineering,2003-09-30,2816.8,2816.8,82.7,142.0,39.3,29.6,136.54,1372.0,423.0,4056.0,3557.0,387.0,943.0,136.54,65.0,,,,
Veidekke ASA (VEI.OL),Construction & Engineering,2003-12-31,3297.6,3297.6,98.7,162.7,56.2,54.7,136.79,1335.9,593.0,3580.2,3291.0,168.6,714.7,138.04,658.9,,,,
Veidekke ASA (VEI.OL),Construction & Engineering,2004-03-31,2641.1,2641.1,-38.2,3.7,-32.2,-24.7,138.04,1242.0,446.0,3649.0,3192.0,118.0,880.0,138.04,-195.0,,,,
Veidekke ASA (VEI.OL),Construction & Engineering,2004-06-30,3294.2,3294.2,116.8,159.4,78.0,72.2,138.04,1225.0,378.0,4160.0,3618.0,110.0,981.0,138.04,-4.0,,,,
Veidekke ASA (VEI.OL),Construction & Engineering,2004-09-30,3073.8,3073.8,188.5,236.8,128.9,113.0,138.04,1330.0,330.0,4104.0,3643.0,104.0,824.0,138.04,212.0,,,,
