Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF,d_ACT,d_CHE,d_LCT,d_STD,d_TXP,WCA,AT_lag,AvgAT,WCA_scaled,CFO,CFO_lag1,dREV,CFO_lag1_scaled,CFO_scaled,dREV_scaled,PPE_scaled,CFO_lead1,CFO_lead1_scaled,usable,sector_idx,firm_idx_x,FiscalYear,ForecastDate,ForecastCutoffDate,ForecastWindowStart,cfo_forecast,forecast_timing_valid,has_analyst_cfo_forecast,CFO_lead1_analyst_scaled,firm_idx_y,sigma_mean,sigma_median,sigma_std,sigma_q05,sigma_q95,n_draws,sigma_acc
2020,SINCH.ST,Sinch AB (publ),Software & IT Services,Information Technology,6064.05,3261.07,2646.88,116.72,38.48,104.15,12148.65,464.58,8211.71,5977.18,2302.06,0.0,38.61,7844.02,0.63,82461.18,-0.0135302403548916,4335.280000000001,2823.84,1507.3600000000001,82.78999999999999,29.36,116.23000000000025,4679.81,8414.23,0.013813504028294954,464.58,304.54,3525.709999999999,0.03619344847954002,0.05521360837533559,0.4190175452774644,0.012377840871951446,329.44,0.0391527210451818,True,6,509,2020.0,2021-06-29,2021-06-30,2021-02-18,765.05620485207,True,True,0.09092408988725885,509,0.020779481568003952,0.01797541833517233,0.01153743818608757,0.008151259275464794,0.04353266423201569,8000,0.020779481568003952
2021,SINCH.ST,Sinch AB (publ),Software & IT Services,Information Technology,6984.43,1822.87,15305.38,10408.54,316.74,689.28,55612.32,329.44,16212.93,12271.38,4079.09,0.0,59.69,33176.78,0.66,86186.9,-0.0059447021831702,920.3800000000001,-1438.2000000000003,12658.5,10291.820000000002,278.26,270.1600000000021,12148.65,33880.485,0.007973911825642464,329.44,464.58,8001.220000000001,0.013712318462973596,0.00972359161918727,0.23616013761314222,0.020344454927371906,2382.96,0.07033429421095949,True,6,509,2021.0,2022-06-29,2022-06-30,2022-02-17,2283.44893214422,True,True,0.06739717368698293,509,0.020184225701076086,0.018017730195117976,0.00973811948243253,0.00887194578951899,0.03899032972569598,8000,0.020184225701076086
2022,SINCH.ST,Sinch AB (publ),Software & IT Services,Information Technology,7444.47,2045.37,5817.02,0.94,438.63,822.67,53919.44,2382.96,26339.91,17969.14,8933.26,0.0,372.46,32408.7,0.94,30176.74,-0.0288478983413576,460.03999999999996,222.5,-9488.359999999999,-10407.6,121.88999999999999,-559.8100000000017,55612.32,54765.880000000005,-0.01022187537203824,2382.96,329.44,10126.98,0.006015424202076182,0.04351176316348792,0.184914037718375,0.015021579129195037,1779.55,0.032493771669513935,True,6,509,2022.0,2023-06-30,2023-06-30,2023-02-16,2225.20905548339,True,True,0.040631302838252385,509,0.016549046169313346,0.014810842317845546,0.008125752250580785,0.007231226699620393,0.031648841418069715,8000,0.016549046169313346
2023,SINCH.ST,Sinch AB (publ),Software & IT Services,Information Technology,6912.45,1018.85,8058.14,2263.21,64.43,934.28,53493.43,1779.55,28609.22,19113.29,9862.19,0.0,669.8199999999999,33890.72,1.01,31837.47,-0.0305702895662157,-532.0200000000004,-1026.52,2241.12,2262.27,-374.2,141.44999999999965,53919.44,53706.435,0.00263376260219096,1779.55,2382.96,2269.3100000000013,0.04437010201850114,0.03313476308751456,0.042253968262834826,0.017396053191763707,2994.04,0.055748254375849,True,6,509,2023.0,2024-06-28,2024-06-30,2024-02-15,2244.30721116441,True,True,0.041788422768415184,509,0.011667522218009417,0.0101743366561187,0.006271333096356076,0.005179570912331986,0.023100470219373434,8000,0.011667522218009417
2024,SINCH.ST,Sinch AB (publ),Software & IT Services,Information Technology,6880.02,1113.43,10358.06,3631.23,247.77,1070.25,49352.7,2994.04,29200.03,19349.39,10537.12,0.0,538.0,29840.48,1.03,17998.47,-0.0410327761564344,-32.42999999999938,94.58000000000004,2299.919999999999,1368.02,183.34,-875.5699999999986,53493.43,51423.065,-0.017026795271732606,2994.04,1779.55,590.8099999999977,0.03460606636341105,0.05822367842134653,0.01148920236473648,0.020812645065011195,,,True,6,509,2024.0,2025-05-21,2025-06-30,2025-02-13,2287.60724443701,True,True,0.044486015068082974,509,0.012438494069064603,0.01081455406507543,0.006682063231453289,0.0054065846363235024,0.02476193297766853,8000,0.012438494069064603
2023,SITOWS.HE,Sitowise Group Oyj,Construction & Engineering,Industrials,856.25,174.44,748.22,11.19,0.67,327.73,3113.7,189.2,2405.94,245.18,2030.45,0.0,58.04,1334.36,2.05,1268.58,0.0540777156710891,35.559999999999945,13.090000000000003,22.50999999999999,-72.02,-6.18,-78.24000000000004,2943.19,3028.4449999999997,-0.02583504075523909,189.2,162.09,342.6300000000001,0.05352251733150182,0.06247430612079797,0.1131372701171724,0.1082172534089277,192.14,0.06344510136390127,True,5,511,2023.0,2024-03-01,2024-06-30,2024-02-27,202.150640469895,True,True,0.06675063950968071,511,0.017671953673680407,0.015158375285805332,0.009676521228764005,0.007015423080327356,0.03623555102539817,8000,0.017671953673680407
2024,SITOWS.HE,Sitowise Group Oyj,Construction & Engineering,Industrials,809.21,205.44,756.78,11.77,0.75,298.14,3142.71,192.14,2241.54,234.52,1980.99,0.0,72.49,1356.39,0.0,1286.47,-0.0342526854370794,-47.039999999999964,31.0,8.559999999999945,0.5800000000000001,0.07999999999999996,-85.93999999999991,3113.7,3128.205,-0.02747262407674686,192.14,189.2,-164.4000000000001,0.060481969691884005,0.06142180579597564,-0.05255410051451235,0.09530705308635463,,,True,5,511,2024.0,2025-05-14,2025-06-30,2025-02-12,89.1196294682265,True,True,0.028489063046771713,511,0.01499283432496102,0.01312609809591399,0.00795118889083217,0.006457035608492589,0.029699903789002127,8000,0.01499283432496102
2021,SIVEH.ST,Sivers Semiconductors AB,Semiconductors & Semiconductor Equipment,Information Technology,516.99,296.29,100.84,3.9,0.0,98.93,926.91,-83.15,90.85,30.71,263.78000000000003,0.0,2.71,778.35,0.0,3280.79,-0.2651120961007259,200.13,35.81999999999999,45.400000000000006,-0.2799999999999998,0.0,118.63,675.79,801.3499999999999,0.14803768640419293,-83.15,-41.01,-7.5800000000000125,-0.05117614026330568,-0.1037624009483996,-0.009459037873588337,0.1234541710862919,-130.61,-0.16298745866350536,True,6,512,2021.0,2022-06-06,2022-06-30,2022-02-15,-75.5655929467533,True,True,-0.09429786353872005,512,0.06267675836447972,0.05928587710269728,0.022800555874032936,0.032450262631865325,0.10568104116167959,8000,0.06267675836447972
2022,SIVEH.ST,Sivers Semiconductors AB,Semiconductors & Semiconductor Equipment,Information Technology,158.24,44.4,132.69,45.650000000000006,0.0,96.57,1478.82,-130.61,126.0,46.48,298.3,0.0,6.0200000000000005,1167.24,0.0,1222.15,-0.1925910695315445,-358.75,-251.89000000000001,31.849999999999994,41.75000000000001,0.0,-96.95999999999998,926.91,1202.865,-0.08060754947562693,-130.61,-83.15,35.150000000000006,-0.06912662684507406,-0.10858242612429492,0.029221899381892402,0.08028332356498859,-105.36,-0.08759087678168373,True,6,512,2022.0,2023-05-08,2023-06-30,2023-02-02,-13.6649171515492,True,True,-0.011360308223740154,512,0.07094933562205293,0.06769967156680047,0.023116662814859443,0.03948175250545192,0.11310899740706042,8000,0.07094933562205293
2023,SIVEH.ST,Sivers Semiconductors AB,Semiconductors & Semiconductor Equipment,Information Technology,206.85,25.7,81.69,0.0,0.0,91.45,1516.11,-105.36,235.22,49.99,369.06,0.0,18.07,1205.84,0.0,1509.53,-0.1674351489418165,48.609999999999985,-18.7,-51.0,-45.650000000000006,0.0,72.65999999999998,1478.82,1497.465,0.048522002183690426,-105.36,-130.61,109.22,-0.08722073637781184,-0.07035890655207301,0.07293659618087903,0.061069874755002626,-73.24,-0.04890932342325196,True,6,512,2023.0,2024-05-06,2024-06-30,2024-02-08,66.9211746522411,True,True,0.04468964192968858,512,0.06535891219777915,0.06259794855470105,0.020136760636941944,0.03762421449284415,0.10255023984109518,8000,0.06535891219777915
2024,SIVEH.ST,Sivers Semiconductors AB,Semiconductors & Semiconductor Equipment,Information Technology,247.49,18.27,229.0,133.78,0.0,86.82,1619.05,-73.24,247.87,63.87,347.61,0.0,26.46,1216.03,0.0,773.53,-0.1563037096124273,40.640000000000015,-7.43,147.31,133.78,0.0,34.54000000000001,1516.11,1567.58,0.02203396317891273,-73.24,-105.36,12.650000000000006,-0.06721188073335971,-0.046721698414116025,0.008069763584633642,0.05538473315556463,,,True,6,512,2024.0,2025-06-24,2025-06-30,2025-02-20,-48.8331180220773,True,True,-0.031151914429934868,512,0.06587944331948689,0.06266049757030151,0.021323606313726425,0.03697570630446725,0.10603159948173008,8000,0.06587944331948689
2016,SKAb.ST,Skanska AB,Construction & Engineering,Industrials,82066.53,5149.37,65386.56,1596.02,463.73,6483.65,101000.66,-867.07,142742.04,128753.09,8986.86,0.0,240.58,26084.45,0.0,85644.27,0.1825420892524094,-1198.0800000000017,-7241.94,-1940.9700000000012,-946.0799999999999,-122.35000000000002,6916.399999999999,102214.73,101607.695,0.06806964767776691,-867.07,8207.21,-3588.899999999994,0.08077350834501264,-0.0085335072309238,-0.035321143738178434,0.06381061985512022,2755.91,0.02712304417495151,True,5,514,2016.0,2017-05-19,2017-06-30,2017-02-03,9549.41055845688,True,True,0.09398314328906762,514,0.027693849212666072,0.025719908664747798,0.01197057436404845,0.012378687524865619,0.04997309133174251,8000,0.027693849212666072
2017,SKAb.ST,Skanska AB,Construction & Engineering,Industrials,89757.96,7002.52,71603.24,1526.99,312.2,6878.44,109507.72,2755.91,152879.56,140509.91,9539.18,0.0,257.58,27202.57,0.0,71429.92,0.0945826074521633,7691.430000000008,1853.1500000000005,6216.680000000008,-69.02999999999997,-151.53000000000003,-598.96,101000.66,105254.19,-0.00569060481107688,2755.91,-867.07,10137.51999999999,-0.008237866825064161,0.026183375692692138,0.09631464552622551,0.06535074755693811,8853.37,0.08411418110765947,True,5,514,2017.0,2018-06-21,2018-06-30,2018-02-01,5208.45116299996,True,True,0.049484501880637334,514,0.02508522860812026,0.02289222780012748,0.010768203342188283,0.011683139849099097,0.045809519671198944,8000,0.02508522860812026
2018,SKAb.ST,Skanska AB,Construction & Engineering,Industrials,93473.69,10463.17,74806.47,931.95,600.15,7460.45,113488.57,8853.37,160819.7,147460.98,8871.16,0.0,313.72,28638.55,0.0,57776.15,0.1457420155699224,3715.729999999996,3460.6499999999996,3203.229999999996,-595.04,287.95,-3255.24,109507.72,111498.145,-0.02919546329672121,8853.37,2755.91,7940.140000000014,0.02471709282697035,0.07940374254656883,0.07121320269498667,0.06691097865350136,5618.86,0.05039420162550686,True,5,514,2018.0,2019-06-28,2019-06-30,2019-02-08,4693.84653127189,True,True,0.04209797868181475,514,0.02104043469397276,0.019384681266535184,0.008889721104164142,0.009869560854748384,0.03741185335904437,8000,0.02104043469397276
2019,SKAb.ST,Skanska AB,Construction & Engineering,Industrials,94615.81,8199.86,70022.79,1066.12,528.84,7259.39,118162.4,5618.86,160847.68,145673.58,8811.7,0.0,194.49,30962.57,0.0,83354.64,0.1992053631206972,1142.1199999999953,-2263.3099999999995,-4783.680000000008,134.16999999999985,-71.30999999999995,8251.970000000003,113488.57,115825.485,0.07124485600038716,5618.86,8853.37,27.979999999981374,0.07643715025238186,0.04851143079608084,0.0002415703245272953,0.06267523939139992,11548.97,0.0997100940263708,True,5,514,2019.0,2020-06-03,2020-06-30,2020-02-07,5832.26809416074,True,True,0.05035392767110571,514,0.022597189326404286,0.020689824508640785,0.009688219550439997,0.010512642210460117,0.040774160904167536,8000,0.022597189326404286
2020,SKAb.ST,Skanska AB,Construction & Engineering,Industrials,109618.1,20370.27,72219.01,556.56,1966.23,7117.27,131183.98,11548.97,164109.2,146825.66,8463.17,0.0,198.56,40428.32,0.0,91945.71,0.2132616443126998,15002.290000000008,12170.41,2196.220000000001,-509.55999999999995,1437.3899999999999,1563.490000000007,118162.4,124673.19,0.012540707428758397,11548.97,5618.86,3261.5200000000186,0.045068711244173665,0.09263394960857262,0.026160556251107542,0.05708741390189824,7452.41,0.05977556201136748,True,5,514,2020.0,2021-06-29,2021-06-30,2021-02-05,8746.48869566237,True,True,0.07015532927057028,514,0.027107723619741186,0.024994596681357218,0.01110640038276444,0.013119047811563367,0.04813554094469728,8000,0.027107723619741186
2021,SKAb.ST,Skanska AB,Construction & Engineering,Industrials,112812.7,10665.43,74975.62,0.97,691.74,7091.77,135462.74,7452.41,144182.52,128438.85,7882.36,0.0,178.39,44295.58,0.0,95811.83,0.1734466508848057,3194.5999999999913,-9704.84,2756.6100000000006,-555.5899999999999,-1274.49,8312.74999999999,131183.98,133323.36,0.062350288801602295,7452.41,11548.97,-19926.680000000022,0.08662375445683337,0.05589725611475739,-0.14946127970372203,0.053192253780582795,484.57,0.0036345468641054354,True,5,514,2021.0,2022-05-05,2022-06-30,2022-02-03,9891.01456652516,True,True,0.07418815852319624,514,0.03393540366988421,0.031988281887011735,0.012629059645714244,0.017252453305540833,0.05742533616044792,8000,0.03393540366988421
2022,SKAb.ST,Skanska AB,Construction & Engineering,Industrials,117303.29,9425.83,77618.61,488.52,365.21,7344.69,142689.22,484.57,155038.9,139180.04,8549.4,0.0,242.29,52009.61,0.0,65214.62,0.1358820033451507,4490.5899999999965,-1239.6000000000004,2642.9900000000052,487.54999999999995,-326.53000000000003,3248.2199999999916,135462.74,139075.97999999998,0.023355722533826416,484.57,7452.41,10856.380000000005,0.05358516977554284,0.0034842105732420512,0.07806078375288103,0.05281062912517317,3191.85,0.02295040451988906,True,5,514,2022.0,2023-05-30,2023-06-30,2023-02-03,1812.91326240085,True,True,0.013035416053878248,514,0.03222073648318917,0.0300664968130541,0.012595730840799778,0.015785235727457235,0.0557698022331678,8000,0.03222073648318917
2023,SKAb.ST,Skanska AB,Construction & Engineering,Industrials,125928.14,18033.17,80561.31,1514.17,784.27,8089.35,156238.8,3191.85,166378.38,153143.2,9341.67,144.32,563.33,56728.17,0.0,77087.29,0.06124822993585,8624.850000000006,8607.339999999998,2942.699999999997,1025.65,419.06,-1480.4799999999896,142689.22,149464.01,-0.009905260804925476,3191.85,484.57,11339.48000000001,0.00324205138079729,0.02135530821098671,0.07586762860169488,0.05412239374549097,9267.9,0.062007569581466464,True,5,514,2023.0,2024-06-18,2024-06-30,2024-02-09,5972.33043544925,True,True,0.03995831796195787,514,0.034435733248702353,0.03249863163073531,0.012339659194661344,0.018028522958790778,0.05691209888041283,8000,0.034435733248702353
2024,SKAb.ST,Skanska AB,Construction & Engineering,Industrials,141102.01,18943.69,91140.68,597.32,704.25,9315.57,176017.17,9267.9,179480.73,164754.61,8872.29,147.46,770.88,64376.26,0.0,100456.71,0.081247497136367,15173.87000000001,910.5200000000004,10579.369999999995,-916.85,-80.01999999999998,2687.1100000000133,156238.8,166127.985,0.016174938858134067,9267.9,3191.85,13102.350000000006,0.01921319878766964,0.055787710902530964,0.07886901174416824,0.05607465834248215,,,True,5,514,2024.0,2025-06-30,2025-06-30,2025-02-07,7336.26306256686,True,True,0.0441603084667936,514,0.03663811027556848,0.03469943974008372,0.012708171609211318,0.01985807978309661,0.06074316594489486,8000,0.03663811027556848
2016,SKFb.ST,SKF AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,40871.58,9425.34,16479.88,1169.28,0.0,14932.22,79570.56,7020.99,71279.21,53842.61,10675.820000000002,0.0,896.52,24688.52,1563.78,72379.55,0.2233808085386806,942.0400000000009,1871.2399999999998,435.0100000000002,1169.28,0.0,-194.92999999999915,83445.66,81508.11,-0.0023915411607507418,7020.99,7391.65,-1381.9199999999983,0.09068606792624684,0.08613854498650501,-0.016954386502152953,0.1831991933072672,6225.5,0.07637890266379628,True,5,515,2016.0,2017-06-28,2017-06-30,2017-02-02,6687.58144632742,True,True,0.08204804952939554,515,0.018789557488868232,0.01644070332250651,0.010393119126582412,0.006813827893395916,0.03836992632301222,8000,0.018789557488868232
2017,SKFb.ST,SKF AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,42848.67,7116.6,20532.26,2434.58,0.0,15772.19,81255.47,6225.5,75470.95,56660.83,11053.67,0.0,1108.76,28054.12,1788.15,83001.04,0.2227608690625745,1977.0899999999965,-2308.74,4052.3799999999974,1265.3,0.0,1498.749999999999,79570.56,80413.015,0.01863815204541204,6225.5,7020.99,4191.739999999991,0.08731161242990329,0.07741905958879915,0.052127631329331334,0.19613976667831695,7814.83,0.09718364620453543,True,5,515,2017.0,2018-06-29,2018-06-30,2018-02-01,6753.76920583468,True,True,0.08398850864918671,515,0.015163269946547452,0.013298550973213948,0.008167056621410486,0.005931910927332597,0.030663956363602626,8000,0.015163269946547452
2018,SKFb.ST,SKF AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,46095.71,10139.18,20382.78,2122.5,0.0,16285.15,85068.61,7814.83,80267.51,60710.3,11523.24,0.0,979.54,32726.43,1869.75,59722.87,0.2039077724766142,3247.040000000001,3022.58,-149.47999999999956,-312.0799999999999,0.0,61.86000000000058,81255.47,83162.04000000001,0.0007438489964892705,7814.83,6225.5,4796.559999999998,0.07485987597225849,0.09397111951558666,0.05767727679599968,0.19582432080790704,8756.79,0.10529792198459778,True,5,515,2018.0,2019-06-28,2019-06-30,2019-01-29,7827.319891904,True,True,0.09412130693167217,515,0.012493583168806178,0.011025060110855387,0.006408639421026557,0.005247148649153002,0.024830093180441246,8000,0.012493583168806178
2019,SKFb.ST,SKF AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,44861.54,6029.17,21697.52,2229.76,951.73,17271.75,88241.58,8756.79,80042.3,60554.01,11457.35,0.0,1251.64,33298.28,1738.43,80849.06,0.1934913409392606,-1234.1699999999983,-4110.01,1314.7400000000016,107.26000000000022,951.73,2620.0900000000006,85068.61,86655.095,0.030235844759041584,8756.79,7814.83,-225.20999999999185,0.090183156570309,0.10105337718457294,-0.0025989239294007104,0.19931603560067646,8459.08,0.09761780308474649,True,5,515,2019.0,2020-06-25,2020-06-30,2020-02-04,9585.26983239911,True,True,0.11061403639796494,515,0.017978142263169516,0.01628343106628169,0.008490733219545016,0.00770187679442743,0.0338977068813248,8000,0.017978142263169516
2020,SKFb.ST,SKF AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,48970.92,14671.02,22600.68,2271.14,1072.39,18963.73,94559.68,8459.08,76609.68,56647.68,13786.3,2574.06,782.97,35825.48,1465.01,101486.64,0.2136413332192736,4109.379999999997,8641.85,903.1599999999999,41.379999999999654,120.66000000000008,-5273.590000000003,88241.58,91400.63,-0.05769752352910481,8459.08,8756.79,-3432.62000000001,0.09580667004155223,0.09254947148613746,-0.03755575864192632,0.20747920446500204,5259.58,0.057544242309927184,True,5,515,2020.0,2021-06-14,2021-06-30,2021-02-02,8337.06801979841,True,True,0.09121455749045065,515,0.022015645519509897,0.020268183918211134,0.009988483110762671,0.009398027457969462,0.04082880767109957,8000,0.022015645519509897
2021,SKFb.ST,SKF AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,52405.48,12878.99,23894.19,3096.26,947.0,20189.98,97065.44,5259.58,81912.39,58586.02,13756.29,2757.07,694.52,42522.39,1675.76,95309.13,0.2631926901917841,3434.560000000005,-1792.0300000000007,1293.5099999999984,825.1200000000003,-125.3900000000001,4632.810000000008,94559.68,95812.56,0.04835284643265985,5259.58,8459.08,5302.710000000006,0.08828779859342033,0.0548944731254441,0.05534462287616578,0.21072372974900158,5359.77,0.05594016066369587,True,5,515,2021.0,2022-06-30,2022-06-30,2022-02-03,8366.68807173179,True,True,0.08732349988072327,515,0.026080082372098277,0.0240989532052062,0.010877888179586945,0.012369991015583495,0.04650442344842281,8000,0.026080082372098277
2022,SKFb.ST,SKF AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,56282.95,9652.67,23004.52,160.02,691.83,23434.68,104407.96,5359.77,92100.37,68852.23,16419.45,3018.61,842.79,48877.08,1991.72,68219.58,0.1770143978234202,3877.469999999994,-3226.3199999999997,-889.6699999999983,-2936.2400000000002,-255.16999999999996,4802.049999999992,97065.44,100736.70000000001,0.047669320118685556,5359.77,5259.58,10187.979999999996,0.0522111603814697,0.05320573336231979,0.10113474036771102,0.23263299274246624,13717.9,0.1361757929334592,True,5,515,2022.0,2023-06-23,2023-06-30,2023-02-02,10580.873697766,True,True,0.10503494454122478,515,0.02743193216910361,0.025577472363440955,0.011104244044382523,0.012807978874835297,0.048402470135079034,8000,0.02743193216910361
2023,SKFb.ST,SKF AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,60322.32,13401.04,27800.8,3192.4500000000003,971.53,27001.43,112659.99,13717.9,103390.32,77174.74,17926.92,3287.4,1063.95,53099.79,2227.97,92332.39,0.1899970286163763,4039.3700000000026,3748.370000000001,4796.279999999999,3032.4300000000003,279.69999999999993,-1193.149999999997,104407.96,108533.975,-0.010993331811536404,13717.9,5359.77,11289.950000000012,0.04938333825882633,0.12639268026440567,0.10402226583887682,0.24878320360053152,10975.44,0.1011244635608343,True,5,515,2023.0,2024-06-24,2024-06-30,2024-01-31,14661.5763287966,True,True,0.13508743532885992,515,0.02815254270780031,0.026392096720043546,0.011271326725946728,0.01379310277691308,0.048756319828092524,8000,0.02815254270780031
2024,SKFb.ST,SKF AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,61891.36,11340.92,30843.9,4042.48,975.66,31326.07,122767.98,10975.44,100400.03,72561.75,18646.65,3382.53,995.64,61324.88,2385.18,97183.81,0.1817377035902964,1569.0400000000009,-2060.120000000001,3043.100000000002,850.0299999999997,4.1299999999999955,1440.2199999999993,112659.99,117713.985,0.012234909896220057,10975.44,13717.9,-2990.290000000008,0.1165358559562825,0.09323819935243888,-0.02540301392396161,0.26612020653280916,,,True,5,515,2024.0,2025-06-24,2025-06-30,2025-01-31,14074.7055442596,True,True,0.1195669787600819,515,0.029719542665520668,0.027724884331116494,0.011224463379537034,0.015273310944369458,0.05042791096624233,8000,0.029719542665520668
2024,SLEEP.ST,Sleep Cycle AB (publ),Software & IT Services,Information Technology,224.64,149.31,153.86,0.0,0.53,1.35,243.14,64.74,265.97,58.85,126.67,32.34,0.7,81.69,0.0,783.86,1.372138572652712,15.70999999999998,14.939999999999998,-5.009999999999991,0.0,0.53,6.309999999999973,232.1,237.62,0.026555003787559855,64.74,52.47,30.940000000000026,0.22081474623348202,0.27245181382038547,0.13020789495833696,0.00568133995454928,,,True,6,517,2024.0,2025-06-25,2025-06-30,2025-02-04,74.7319163093302,True,True,0.31450179408017087,517,0.06370485926474637,0.05964606135977993,0.023759318132225263,0.032394594382062346,0.10829888466451557,8000,0.06370485926474637
2024,SMCRT.OL,Smartcraft ASA,Software & IT Services,Information Technology,203.74,125.66,266.34,0.0,15.7,4.86,1283.11,179.02,510.76,43.55,335.16,54.11,2.79,921.33,9.49,5077.06,0.1969983455447884,-75.00999999999999,-80.36000000000001,61.29999999999998,0.0,-6.699999999999999,-62.64999999999996,1100.06,1191.585,-0.05257702975448664,179.02,136.3,109.11000000000001,0.1143854613812695,0.1502368693798596,0.09156711438965748,0.0040786011908508415,,,True,6,519,2024.0,2025-05-09,2025-06-30,2025-02-13,202.25,True,True,0.169731911697445,519,0.042444654390365634,0.03875659943711299,0.0188537291225793,0.019221405802519333,0.07847409855596978,8000,0.042444654390365634
2016,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,2760.56,745.38,1667.14,1.9,0.0,0.0,9458.53,336.81,5110.1,1525.96,2507.91,763.96,0.0,5087.73,0.0,27516.24,0.3616917564414779,336.53999999999996,-200.36,285.57000000000016,1.9,-12.76,240.4699999999998,8702.06,9080.295,0.026482619782727302,336.81,484.94,2023.9200000000005,0.05340575388795188,0.03709240724007315,0.22289143689714933,0.0,1290.75,0.14214846544082543,True,4,522,2016.0,2017-06-07,2017-06-30,2017-02-16,1091.32854199993,True,True,0.12018646332524768,522,0.03343219564493128,0.028322691529876133,0.020923886537359743,0.010953544018274409,0.07352937784498992,8000,0.03343219564493128
2017,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,4159.76,1479.45,2366.35,0.0,225.72,103.21,10909.95,1290.75,6304.74,1809.27,2909.1,878.99,61.95,6704.85,0.0,30796.41,0.3584584293459212,1399.2000000000003,734.07,699.2099999999998,-1.9,225.72,189.74000000000046,9458.53,10184.240000000002,0.01863074711515051,1290.75,336.81,1194.6399999999994,0.03307168723439353,0.12673994328491864,0.11730281297377117,0.010134285916278483,1957.48,0.19220678224393767,True,4,522,2017.0,2018-06-29,2018-06-30,2018-02-22,1831.43808193148,True,True,0.1798306090519744,522,0.027286960506012342,0.02357168037323378,0.01553626915432581,0.010552711383186688,0.05698715359974311,8000,0.027286960506012342
2018,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,6442.54,2926.35,6783.27,0.0,384.98,118.02,16768.35,1957.48,8558.28,2273.97,3372.37,1021.14,52.870000000000005,8821.87,0.0,51769.4,0.4398398525482693,2282.7799999999997,1446.8999999999999,4416.92,0.0,159.26000000000002,-3421.7799999999997,10909.95,13839.15,-0.24725362468070652,1957.48,1290.75,2253.540000000001,0.0932680114024344,0.14144510320359271,0.16283803557299406,0.00852798040342073,3381.74,0.24436038340505015,True,4,522,2018.0,2019-06-27,2019-06-30,2019-02-20,1662.963419688,True,True,0.1201636964472529,522,0.051272930246374825,0.045443904996219545,0.026438151647140067,0.020207596134400575,0.10099285959605041,8000,0.051272930246374825
2019,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,6866.51,691.06,5383.12,0.0,263.48,101.27,42811.81,3381.74,13258.96,3135.14,5983.650000000001,1391.22,224.27,15874.63,0.0,43681.81,0.3343145635520324,423.97000000000025,-2235.29,-1400.1500000000005,0.0,-121.5,3937.9100000000008,16768.35,29790.079999999998,0.13218863460588226,3381.74,1957.48,4700.6799999999985,0.06570912196274734,0.11351899692783637,0.1577934668184845,0.003399453777901906,5041.67,0.1692398946226395,True,4,522,2019.0,2020-06-19,2020-06-30,2020-02-13,5316.71950820192,True,True,0.17847281740102477,522,0.08094503558730944,0.07513426579993693,0.03281916592377838,0.038254573318574625,0.1414228989534365,8000,0.08094503558730944
2020,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,8529.03,421.86,10904.59,8384.94,540.9,111.73,50417.14,5041.67,15619.36,3337.58,7752.88,1631.43,464.66,21099.12,0.0,52694.31,0.2699482253288289,1662.5200000000004,-269.19999999999993,5521.47,8384.94,277.41999999999996,5072.610000000001,42811.81,46614.475,0.10882048977275836,5041.67,3381.74,2360.4000000000015,0.0725469931818389,0.10815674744808346,0.05063663164714397,0.0023968949559123,5482.07,0.11760445655560853,True,4,522,2020.0,2021-06-29,2021-06-30,2021-02-18,4526.03797764931,True,True,0.09709511857956804,522,0.09524755172581172,0.09041158329508239,0.033152704457825574,0.05071978142247994,0.15806742403194543,8000,0.09524755172581172
