Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF
2023,EPR.OL,Europris ASA,Diversified Retail,Consumer Discretionary,3248.33,676.32,2532.28,46.13,254.85,2541.24,9312.21,1769.01,9378.48,5275.68,2896.12,0.0,191.17,3561.22,50.58,12814.86,0.2811645163076581
2024,EPR.OL,Europris ASA,Diversified Retail,Consumer Discretionary,4337.51,603.36,3794.59,43.31,248.19,3294.73,11544.88,1495.81,12631.97,7437.46,4076.03,0.0,213.31,4057.55,51.3,12138.64,0.2202976501940931
2017,EPROb.ST,Electrolux Professional AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3684.38,179.12,2735.77,84.05,78.05,978.63,5877.8,998.36,7478.54,4697.45,1762.39,340.86,11.62,2425.57,0.0,,0.555720923329362
2018,EPROb.ST,Electrolux Professional AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,4118.13,224.45,3066.15,122.96,21.47,1058.81,7393.11,846.57,8115.43,5097.2,1941.29,358.67,14.05,3441.86,0.0,,0.4130208666244416
2019,EPROb.ST,Electrolux Professional AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3730.02,610.42,4034.76,932.04,68.45,1138.32,7534.12,1040.39,8636.75,5620.73,2122.66,407.6,28.84,2542.0,0.0,,0.5004405979543669
2020,EPROb.ST,Electrolux Professional AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3596.23,832.23,3374.86,420.81,338.32,1309.43,7619.53,746.12,7433.55,5010.97,2032.64,307.04,28.66,2907.05,0.0,13583.71,0.2298962866135773
2021,EPROb.ST,Electrolux Professional AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,4074.43,814.5,4957.13,1018.12,417.97,1447.78,10336.12,1103.43,7879.35,5221.5,2038.49,333.73,23.06,3434.33,0.0,17570.33,0.2708039122623628
2022,EPROb.ST,Electrolux Professional AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,5208.02,845.26,4143.45,6.59,336.03,1484.38,11510.73,451.32,10486.75,7051.02,2515.98,362.01,145.37,4019.2,0.0,11854.06,0.2827403463375795
2023,EPROb.ST,Electrolux Professional AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,5019.73,965.49,4828.44,720.84,442.98,1569.55,11504.3,1169.45,11792.04,7812.92,2828.58,386.17,293.61,4736.83,0.0,15913.79,0.2624328928840597
2024,EPROb.ST,Electrolux Professional AB (publ),"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,5433.49,816.31,5150.76,550.03,286.84,1860.85,14470.45,1428.88,12796.88,8401.42,3141.51,561.38,265.43,5857.06,0.0,20239.84,0.2646208165871613
1992,EQNR.OL,Equinor ASA,Oil & Gas,Energy,24498.0,5120.0,22405.0,0.0,3802.0,61488.0,88564.0,12911.0,86268.0,33774.0,28177.0,0.0,0.0,24205.0,39.0,,1.0030110542814716
1993,EQNR.OL,Equinor ASA,Oil & Gas,Energy,23024.0,2396.0,22229.0,0.0,3133.0,66945.0,93005.0,12590.0,92876.0,38559.0,30069.0,0.0,0.0,26507.0,44.0,,0.91326127076193
1994,EQNR.OL,Equinor ASA,Oil & Gas,Energy,24351.0,2677.0,26009.0,0.0,5059.0,67064.0,99190.0,15736.0,98450.0,41567.0,27762.0,0.0,0.0,30215.0,44.0,,0.9623913546382894
1995,EQNR.OL,Equinor ASA,Oil & Gas,Energy,27851.0,1037.0,29114.0,0.0,3842.0,75663.0,113266.0,12934.0,101080.0,45013.0,27914.0,0.0,0.0,33832.0,104.0,,0.8295909948137671
1996,EQNR.OL,Equinor ASA,Oil & Gas,Energy,34726.0,4595.0,34495.0,0.0,7578.0,77448.0,122380.0,19638.0,124017.0,54883.0,33864.0,0.0,0.0,37142.0,143.0,,0.9459568190961511
1997,EQNR.OL,Equinor ASA,Oil & Gas,Energy,32939.0,1404.0,32392.0,0.0,3321.0,86394.0,130597.0,0.0,142046.0,67206.0,40478.0,0.0,0.0,38478.0,1548.0,,0.8584919802128617
2006,EQNR.OL,Equinor ASA,Oil & Gas,Energy,126175.0,7518.0,114850.0,5366.0,47149.0,269359.0,458823.0,88593.0,518960.0,249593.0,105725.0,0.0,0.0,167833.0,1574.0,357955.25,0.9659695290041144
2007,EQNR.OL,Equinor ASA,Oil & Gas,Energy,117499.0,18264.0,129204.0,6166.0,50941.0,278352.0,483086.0,94545.0,521665.0,260396.0,125197.0,0.0,0.0,177275.0,1792.0,538881.36,0.7598943412242345
2008,EQNR.OL,Equinor ASA,Oil & Gas,Energy,126673.0,12165.0,158864.0,20088.0,57074.0,324237.0,579183.0,102533.0,651977.0,329182.0,128006.0,0.0,0.0,214079.0,1976.0,363186.91,0.9015713591446622
2009,EQNR.OL,Equinor ASA,Oil & Gas,Energy,117044.0,12213.0,112054.0,7568.0,40994.0,338441.0,563104.0,73052.0,462292.0,205870.0,137923.0,0.0,0.0,198319.0,1799.0,461716.1,0.5921456340758953
2010,EQNR.OL,Equinor ASA,Oil & Gas,Energy,147600.0,3300.0,136300.0,11700.0,46700.0,351600.0,643300.0,85200.0,526950.0,257436.0,135218.0,0.0,0.0,219500.0,6900.0,441946.49,0.5931802120141343
2011,EQNR.OL,Equinor ASA,Oil & Gas,Energy,198100.0,14700.0,171100.0,7200.0,54300.0,407600.0,768600.0,119000.0,645599.0,319605.0,138816.0,0.0,0.0,278900.0,6300.0,489457.33,0.6563043478260869
2012,EQNR.OL,Equinor ASA,Oil & Gas,Energy,183000.0,34200.0,163500.0,5700.0,62200.0,439100.0,784400.0,128000.0,700500.0,362200.0,149400.0,0.0,0.0,319200.0,700.0,443221.95,0.5904970303219756
2013,EQNR.OL,Equinor ASA,Oil & Gas,Energy,238108.34,85025.26,166441.07,58236.48,52643.35,486001.62,883083.42,101300.0,616600.0,306900.0,165300.0,0.0,4600.0,354466.04,491.37,468731.12,0.3938500678151782
2014,EQNR.OL,Equinor ASA,Oil & Gas,Energy,256080.38,83551.9,179963.12,91905.6,39758.51,565025.17,991549.34,127407.27,609814.52,302548.92,184587.63,3001.53,7598.4,382753.2,425.9,418350.5,0.3081616403399873
2015,EQNR.OL,Equinor ASA,Oil & Gas,Energy,248875.73,76225.6,135805.85,9723.78,24221.05,548120.64,970097.33,109881.13,466841.62,211683.25,209288.57,2773.64,7829.07,355987.59,318.23,394435.65,0.1145487042563604
2016,EQNR.OL,Equinor ASA,Oil & Gas,Energy,214707.18,43962.33,144617.93,22084.81,18863.21,514385.17,902825.61,75851.3,383605.75,180560.36,193003.53,2502.07,8757.24,302916.86,233.2,514015.83,0.0124911405262463
2017,EQNR.OL,Equinor ASA,Oil & Gas,Energy,211904.74,36028.73,156072.52,23865.96,33295.8,522268.86,911797.7,122349.62,503970.98,233193.31,168133.59999999998,2537.58,7463.97,327139.23,196.97,582219.01,0.2985239029474895
2018,EQNR.OL,Equinor ASA,Oil & Gas,Energy,225089.97,65274.02,143445.61,11921.41,40204.51,563778.84,971922.86,160320.44,639482.68,313542.29,175274.66,2564.28,8466.2,371204.94,164.14,613479.0,0.3898111549836083
2019,EQNR.OL,Equinor ASA,Oil & Gas,Energy,217511.2,45445.78,171679.17,27669.52,32471.3,614075.42,1036404.24,120964.75,553495.77,259824.79,195642.82,2639.42,12757.21,361134.6,175.57,585935.04,0.2433099793454471
2020,EQNR.OL,Equinor ASA,Oil & Gas,Energy,264405.19,57960.87,167286.21,16932.77,9847.43,587654.77,1070599.12,97741.03,430574.38,197495.99,212534.52,2390.35,13099.9,290559.21,162.98,472201.83,0.0338272080297689
2021,EQNR.OL,Equinor ASA,Oil & Gas,Energy,544483.03,124403.44,343505.33,2201.68,115535.1,546675.9,1295641.7,247664.31,762726.31,302188.96,178889.66999999998,2501.05,10511.29,343549.37,123.29,768488.53,0.7962153288539161
2022,EQNR.OL,Equinor ASA,Oil & Gas,Energy,755819.57,152619.67,426529.81,24951.69,172957.21,553482.66,1548052.73,337566.61,1431545.28,516937.3,198633.58,2959.09,13248.64,528893.44,9.8,1117130.4,1.3342418738066342
2023,EQNR.OL,Equinor ASA,Oil & Gas,Energy,618139.75,97712.5,362015.64,24324.24,124722.54,596166.85,1455197.66,260629.11,1127391.57,508311.7,231802.8,3281.47,17515.26,491451.0,101.35,967450.15,0.7589085475839962
2024,EQNR.OL,Equinor ASA,Oil & Gas,Energy,522447.13,92289.48,398060.91,24720.4,117282.66,631478.29,1490509.26,216057.58,1101259.78,537619.16,244270.76,3738.84,16996.67,481246.47,431.9,741204.14,0.6355112644979263
2012,EQVA.OL,Eqva ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,803.18,115.24,680.07,307.23,57.08,227.49,1382.9,213.49,1423.92,892.04,319.61,0.0,4.42,506.92,19.48,,0.394851823708207
2013,EQVA.OL,Eqva ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,803.5,281.38,701.64,177.97,57.9,240.17,1532.53,316.24,1982.68,1352.11,454.25,0.0,5.64,647.44,21.0,,0.2553407934893186
2014,EQVA.OL,Eqva ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1045.1,194.56,880.89,1106.14,3.93,263.55,1736.38,-146.13,2401.6,1763.6,602.05,0.0,14.33,590.33,6.01,106.34,0.0362544856960794
2015,EQVA.OL,Eqva ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,694.08,224.63,569.66,107.96,2.73,252.58,1342.13,6.64,1759.51,1239.71,588.7799999999999,0.0,16.99,451.34,57.62,25.28,-0.168913077648538
2016,EQVA.OL,Eqva ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,816.2,266.06,641.83,156.15,5.92,234.62,1335.08,93.56,1994.96,1370.0,529.5699999999999,0.0,16.05,431.69,54.5,41.01,0.1631872313293159
2017,EQVA.OL,Eqva ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,770.61,206.07,668.79,23.2,8.2,233.44,1337.32,-24.84,1314.86,846.17,503.38000000000005,0.0,14.32,380.7,100.25,48.34,-0.1019024846657659
2018,EQVA.OL,Eqva ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1793.34,361.85,1984.18,775.16,3.89,203.24,2293.43,175.86,1964.36,1566.26,526.9399999999999,0.0,17.87,210.95,82.44,43.26,-0.5000511264869288
2019,EQVA.OL,Eqva ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1470.77,315.07,1785.03,429.8,13.68,54.22,1760.47,-150.04,2236.21,1876.73,577.2900000000001,0.0,27.04,-161.3,46.65,14.04,2.135630178805059
2020,EQVA.OL,Eqva ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1650.34,229.28,1909.65,820.0600000000001,11.04,48.84,1927.87,-38.33,2322.58,1719.96,529.32,0.0,25.23,-78.81,47.99,84.97,-1.559701492537308
2021,EQVA.OL,Eqva ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,270.47,221.73,155.12,0.44,2.6,16.12,491.88,340.42,902.89,636.96,221.74,0.0,3.7,297.81,0.0,59.57,0.1359591685974277
2022,EQVA.OL,Eqva ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,242.84,61.12,196.26,22.5,1.36,128.93,712.37,-33.01,221.7,78.3,174.48999999999998,0.0,10.15,308.75,3.39,211.64,-0.1321202024732491
2023,EQVA.OL,Eqva ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,235.83,35.98,201.29,78.42,1.58,111.84,667.64,-51.0,659.34,275.45,384.2600000000001,0.0,20.53,285.1,5.32,216.68,-0.071964740720336
2024,EQVA.OL,Eqva ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,375.87,99.38,382.93,87.9,0.84,116.23,829.27,116.57,1060.74,529.43,505.4,0.0,20.87,317.66,-5.65,358.89,0.0161533284189611
2004,ERICb.ST,Telefonaktiebolaget LM Ericsson,Communications & Networking,Communication Services,125029.21,27777.77,63331.17,1570.1,1539.96,5338.72,170058.95,20627.15,121099.99,65026.14,21491.55,21491.55,0.0,73477.02,965.44,312934.12,0.7532509000911577
2005,ERICb.ST,Telefonaktiebolaget LM Ericsson,Communications & Networking,Communication Services,134296.82,35442.14,70270.34,9157.32,0.0,5915.23,177759.25,14397.59,132343.17,71486.14,20780.59,20780.59,0.0,86293.09,721.78,374200.32,0.6993865531259199
2006,ERICb.ST,Telefonaktiebolaget LM Ericsson,Communications & Networking,Communication Services,138005.17,27287.45,64028.86,1529.68,1792.82,7175.83,195707.72,16088.49,156474.02,91258.6,23958.27,23958.27,0.0,109365.59,712.03,406085.33,0.5924494007047026
2007,ERICb.ST,Telefonaktiebolaget LM Ericsson,Communications & Networking,Communication Services,132967.74,23808.67,65325.39,4958.53,946.96,7824.65,206143.01,16650.22,162757.86,98860.36,24998.73,24998.73,0.0,112787.98,790.54,206148.28,0.5625843689458182
2008,ERICb.ST,Telefonaktiebolaget LM Ericsson,Communications & Networking,Communication Services,176533.6,33624.3,92583.55,4928.09,1967.86,8887.81,254037.65,20527.55,178700.86,115177.51,28724.88,28724.88,0.0,125223.48,1121.31,169856.72,0.5027777560119415
2009,ERICb.ST,Telefonaktiebolaget LM Ericsson,Communications & Networking,Communication Services,147615.92,3581.13,69168.51,1718.55,1529.22,7772.32,218305.56,20143.76,169930.7,108716.74,49349.59,27204.29,0.0,113170.42,936.14,174345.96,0.3423875016475828
2010,ERICb.ST,Telefonaktiebolaget LM Ericsson,Communications & Networking,Communication Services,172180.31,26779.34,83957.02,3304.04,1933.14,8185.47,244518.55,22324.7,170773.93,105597.86,49238.13,26502.76,0.0,125902.13,1456.79,221014.74,0.3332369652632104
2011,ERICb.ST,Telefonaktiebolaget LM Ericsson,Communications & Networking,Communication Services,172514.26,7987.25,84192.85,6737.75,2335.0,9360.84,243261.1,8621.41,195990.73,126072.82,51235.31,28189.31,0.0,124173.37,1878.59,199765.04,0.3718459435299538
2012,ERICb.ST,Telefonaktiebolaget LM Ericsson,Communications & Networking,Communication Services,165431.32,12261.78,83380.8,4082.41,3319.69,9838.36,235404.97,18933.87,195757.67,131898.52,50581.98,28217.31,0.0,117176.03,1369.65,183913.67,0.3500294569991924
2013,ERICb.ST,Telefonaktiebolaget LM Ericsson,Communications & Networking,Communication Services,179910.89,39672.64,86087.61,6962.86,2643.59,10775.09,253699.46,15693.9,205211.09,136284.84,52805.46,29093.59,0.0,132135.96,1337.34,243529.93,0.3387522448309887
2014,ERICb.ST,Telefonaktiebolaget LM Ericsson,Communications & Networking,Communication Services,193415.1,39287.07,96639.98,2186.34,3091.17,12787.37,281375.84,17179.31,209420.97,133705.05,58245.42,33351.86,0.0,138317.55,961.38,297360.7,0.3648962553058098
2015,ERICb.ST,Telefonaktiebolaget LM Ericsson,Communications & Networking,Communication Services,198349.98,42096.98,91145.23,2486.64,4106.72,16641.41,297603.98,19692.9,236081.49,154029.5,61314.07,33314.53,0.0,153347.74,880.16,283863.21,0.3504712830817251
2016,ERICb.ST,Telefonaktiebolaget LM Ericsson,Communications & Networking,Communication Services,166047.72,35055.54,95593.35,7617.84,0.0,15869.16,269464.69,13757.2,216340.63,152264.07,58866.3,31060.25,0.0,127626.59,640.11,168881.99,0.2827741728757346
2017,ERICb.ST,Telefonaktiebolaget LM Ericsson,Communications & Networking,Communication Services,153522.14,35907.19,99593.32,2546.64,0.0,12865.31,260049.94,9297.09,198876.97,152467.05,64795.91,36687.73,0.0,96997.64,636.41,179502.94,0.1874524307861859
2018,ERICb.ST,Telefonaktiebolaget LM Ericsson,Communications & Networking,Communication Services,157276.37,37462.28,108236.5,2200.56,0.0,12538.82,262273.02,8748.49,197443.1,133575.97,62207.72,36437.05,0.0,84878.32,772.88,253392.68,0.4447860625420309
2019,ERICb.ST,Telefonaktiebolaget LM Ericsson,Communications & Networking,Communication Services,144319.45,42268.91,109536.84,8850.6,0.0,12986.63,259154.08,15701.74,211443.51,132507.68,60443.28,36120.61,1808.12,77412.51,-638.55,255924.36,0.6877988317914046
2020,ERICb.ST,Telefonaktiebolaget LM Ericsson,Communications & Networking,Communication Services,156416.05,45539.68,119373.03,8293.04,0.0,13974.54,283531.82,29612.41,237846.99,141922.16,67957.16,40646.57,1395.01,90505.05,-1563.17,342056.97,0.7557657877256473
2021,ERICb.ST,Telefonaktiebolaget LM Ericsson,Communications & Networking,Communication Services,170308.79,52659.76,123686.63,9343.33,2841.97,13230.7,297753.21,39151.22,232826.74,131855.38,69183.36,42166.86,953.1,105977.17,-1632.89,324261.7,0.6996239755547691
2022,ERICb.ST,Telefonaktiebolaget LM Ericsson,Communications & Networking,Communication Services,163594.72,36096.58,137067.04,5632.53,2484.94,13399.85,329007.02,29324.31,258007.97,150361.34,78852.5,44939.94,1364.41,126895.73,-1421.31,192380.3,0.5767682369043826
2023,ERICb.ST,Telefonaktiebolaget LM Ericsson,Communications & Networking,Communication Services,156036.44,35428.05,130274.34,17774.43,3585.09,12277.5,299045.35,7143.1,262107.06,160984.98,89494.27,50424.69,2733.03,99340.49,-1273.56,212658.93,0.604887600743696
2024,ERICb.ST,Telefonaktiebolaget LM Ericsson,Communications & Networking,Communication Services,158642.35,45117.98,135579.08,6309.42,3415.33,10841.27,300588.43,47047.32,252093.34,140869.41,106958.64,54423.6,2956.42,96932.97,-1337.55,309374.46,0.583003558120253
2019,ESENSE.HE,Enersense International Oyj,Construction & Engineering,Industrials,135.43,12.56,144.76,36.36,0.23,25.83,225.29,-13.58,571.57,169.42000000000002,414.53,0.0,3.34,72.46,-3.09,102.03,-0.2266109269136506
2020,ESENSE.HE,Enersense International Oyj,Construction & Engineering,Industrials,566.14,185.37,917.6,153.43,2.69,196.78,1214.34,20.01,1581.25,673.5899999999999,882.9,0.0,12.06,166.33,18.52,813.08,0.0687043548823376
2021,ESENSE.HE,Enersense International Oyj,Construction & Engineering,Industrials,737.62,291.99,691.33,30.14,0.28,217.31,1468.77,-158.6,2429.76,1239.66,1240.59,3.36,27.01,486.55,10.65,898.54,-0.1491150442477873
2022,ESENSE.HE,Enersense International Oyj,Construction & Engineering,Industrials,1263.74,405.78,1239.85,41.64,31.35,232.89,2413.14,44.5,2846.41,1630.61,1280.69,0.0,0.0,652.33,4.08,963.58,-0.0988558979905856
2023,ESENSE.HE,Enersense International Oyj,Construction & Engineering,Industrials,1174.38,125.82,1311.92,50.98,14.18,237.46,2390.69,-173.4,4144.52,2404.23,1741.42,0.03,79.37,580.95,1.87,802.44,-0.1380700730928926
2024,ESENSE.HE,Enersense International Oyj,Construction & Engineering,Industrials,1156.29,233.34,1526.2,91.88,20.95,236.02,2289.11,189.46,4935.06,2912.2,2068.63,0.0,86.16999999999999,264.18,0.0,514.28,-0.4994322053145547
2014,ESSITYb.ST,Essity AB (publ),Personal & Household Products & Services,Consumer Staples,44184.05,3648.06,38792.48,12782.13,698.75,41789.72,113548.9,8963.52,80832.42,58863.62,13459.97,934.2,972.78,38028.55,5032.13,,0.1967049753975087
2015,ESSITYb.ST,Essity AB (publ),Personal & Household Products & Services,Consumer Staples,49295.24,5052.81,39671.04,11625.62,845.62,44376.39,120722.17,10306.81,94194.53,68742.05,15631.36,1008.69,1013.47,44987.59,5535.28,,0.1942949796794995
2016,ESSITYb.ST,Essity AB (publ),Personal & Household Products & Services,Consumer Staples,34133.77,4024.66,31041.31,3741.23,867.71,45039.44,108377.63,12547.43,99411.27,71130.93,16815.010000000002,1189.15,918.13,31487.97,6046.48,,0.3126820827266687
2017,ESSITYb.ST,Essity AB (publ),Personal & Household Products & Services,Consumer Staples,39943.8,4109.65,36641.66,6017.37,553.36,48513.33,147111.0,12326.08,105806.33,74464.84,19066.73,1199.78,854.08,42316.33,7285.71,163668.11,0.2544342934282542
2018,ESSITYb.ST,Essity AB (publ),Personal & Household Products & Services,Consumer Staples,41127.61,2935.39,40568.44,9296.47,556.24,50425.6,150541.97,12323.92,110971.49,79654.12,19948.640000000003,1236.14,782.89,46003.0,7570.72,149165.34,0.220667521314555
2019,ESSITYb.ST,Essity AB (publ),Personal & Household Products & Services,Consumer Staples,39364.03,2745.48,40582.05,7467.54,2280.4,53353.02,152178.0,18007.73,120022.04,84567.73,21493.69,1381.92,925.0,50751.0,8135.16,198735.57,0.244837496620598
2020,ESSITYb.ST,Essity AB (publ),Personal & Household Products & Services,Consumer Staples,45021.76,5202.21,42888.46,8067.5,2402.71,56001.53,161480.42,18237.43,124610.98,84060.63,23434.67,1595.61,880.1899999999999,56754.4,9387.36,194367.52,0.2695891370293139
2021,ESSITYb.ST,Essity AB (publ),Personal & Household Products & Services,Consumer Staples,49691.14,3803.58,45688.8,9475.84,1535.46,57402.55,170547.49,14699.37,101689.95,72335.3,18783.36,1458.21,594.3,58333.96,8410.95,202171.42,0.1713269221578093
2022,ESSITYb.ST,Essity AB (publ),Personal & Household Products & Services,Consumer Staples,66848.65,4036.15,59034.27,11455.19,1495.67,59203.7,198230.45,12232.16,124772.99,92539.34,21878.98,1541.13,748.71,63390.45,8676.58,180601.05,0.1546766947382181
2023,ESSITYb.ST,Essity AB (publ),Personal & Household Products & Services,Consumer Staples,54933.11,5193.9,53844.8,14704.81,2179.65,45212.79,204366.18,21466.12,146451.95,106793.17,26643.55,1695.95,1390.4,71325.25,8616.9,176681.32,0.1666302444955508
2024,ESSITYb.ST,Essity AB (publ),Personal & Household Products & Services,Consumer Staples,66732.66,11269.98,46562.45,5424.23,1482.51,49661.13,190489.67,17086.57,148019.92,104347.0,28944.77,1883.48,1060.73,90795.24,439.0,213505.32,0.1704502607792865
2004,ETTE.HE,Etteplan Oyj,Professional & Commercial Services,Industrials,156.82,54.38,98.47,0.23,0.0,32.16,231.44,48.97,0.0,0.0,0.0,0.0,0.0,111.97,0.0,295.12,0.0
2005,ETTE.HE,Etteplan Oyj,Professional & Commercial Services,Industrials,180.9,35.49,123.85,6.12,0.0,27.87,300.08,1.15,635.66,23.39,585.74,0.0,0.0,152.52,0.0,366.12,0.1739444007343297
2006,ETTE.HE,Etteplan Oyj,Professional & Commercial Services,Industrials,249.98,50.78,176.16,15.11,3.14,18.26,454.2,54.49,785.22,52.94,679.79,0.0,2.32,185.85,0.0,554.62,0.2699488835082056
2007,ETTE.HE,Etteplan Oyj,Professional & Commercial Services,Industrials,303.92,57.43,237.92,25.13,11.27,15.47,574.25,78.39,1002.9,63.61,855.2,0.0,0.0,227.58,0.0,751.98,0.3694964408120217
2008,ETTE.HE,Etteplan Oyj,Professional & Commercial Services,Industrials,392.8,18.24,391.84,64.41,2.94,24.12,765.79,75.4,1105.33,93.18,906.67,0.0,0.0,261.35,0.0,548.53,0.4035967093935331
2009,ETTE.HE,Etteplan Oyj,Professional & Commercial Services,Industrials,218.75,55.15,250.81,32.84,3.69,12.1,511.75,18.14,861.38,70.49,825.61,0.0,0.0,195.34,0.0,463.6,-0.1777413740145388
2010,ETTE.HE,Etteplan Oyj,Professional & Commercial Services,Industrials,217.41,39.08,243.32,37.92,5.69,12.65,526.87,16.57,838.6,78.81,720.65,0.0,4.16,227.9,0.0,430.6,0.1534883720930232
2011,ETTE.HE,Etteplan Oyj,Professional & Commercial Services,Industrials,193.81,23.39,244.6,46.3,3.61,13.03,507.17,54.79,930.76,65.96,813.85,0.0,5.88,158.34,0.0,349.71,0.2846406467096117
2012,ETTE.HE,Etteplan Oyj,Professional & Commercial Services,Industrials,201.39,39.65,249.88,49.4,7.34,12.88,560.54,84.74,1005.06,81.73,862.04,0.0,7.74,183.87,0.0,396.94,0.2912383749388152
2013,ETTE.HE,Etteplan Oyj,Professional & Commercial Services,Industrials,222.49,8.13,289.62,67.84,3.49,17.03,621.13,13.97,1004.55,90.62,873.0799999999999,0.0,5.989999999999999,214.73,0.0,526.65,0.1623434080007452
2014,ETTE.HE,Etteplan Oyj,Professional & Commercial Services,Industrials,256.14,23.28,329.39,81.14,0.85,16.87,682.2,64.8,1102.37,79.59,970.24,0.0,7.3,260.48,0.0,554.49,0.1736793611793606
2015,ETTE.HE,Etteplan Oyj,Professional & Commercial Services,Industrials,357.9,84.55,458.43,134.19,8.9,20.92,888.13,88.84,1262.48,70.82,1117.54,0.0,5.64,332.36,0.0,972.11,0.2060416415934532
