Ticker,FiscalYear,PeriodEndDate,AnnouncementDate
LOOMIS.ST,2019,2019-12-31,2020-02-05
LOOMIS.ST,2020,2020-12-31,2021-02-03
LOOMIS.ST,2021,2021-12-31,2022-02-03
LOOMIS.ST,2022,2022-12-31,2023-02-02
LOOMIS.ST,2023,2023-12-31,2024-01-31
LOOMIS.ST,2024,2024-12-31,2025-02-05
LOOMIS.ST,2025,2025-12-31,2026-02-04
LSG.OL,2011,2011-12-31,2012-02-23
LSG.OL,2012,2012-12-31,2013-02-26
LSG.OL,2013,2013-12-31,2014-02-25
LSG.OL,2014,2014-12-31,2015-02-24
LSG.OL,2015,2015-12-31,2016-02-23
LSG.OL,2016,2016-12-31,2017-02-21
LSG.OL,2017,2017-12-31,2018-02-27
LSG.OL,2018,2018-12-31,2019-02-26
LSG.OL,2019,2019-12-31,2020-02-25
LSG.OL,2020,2020-12-31,2021-02-19
LSG.OL,2021,2021-12-31,2022-02-17
LSG.OL,2022,2022-12-31,2023-02-21
LSG.OL,2023,2023-12-31,2024-02-28
LSG.OL,2024,2024-12-31,2025-02-28
LSG.OL,2025,2025-12-31,2026-02-24
LUMO.HE,2018,2018-12-31,2019-02-14
LUMO.HE,2019,2019-12-31,2020-02-13
LUMO.HE,2020,2020-12-31,2021-02-18
LUMO.HE,2021,2021-12-31,2022-02-17
LUMO.HE,2022,2022-12-31,2023-02-15
LUMO.HE,2023,2023-12-31,2024-02-15
LUMO.HE,2024,2024-12-31,2025-02-13
LUMO.HE,2025,2025-12-31,2026-02-11
LUNG.ST,2018,2018-12-31,2019-02-20
LUNG.ST,2019,2019-12-31,2020-02-20
LUNG.ST,2020,2020-12-31,2021-02-25
LUNG.ST,2021,2021-12-31,2022-02-24
LUNG.ST,2022,2022-12-31,2023-02-24
LUNG.ST,2023,2023-12-31,2024-02-22
LUNG.ST,2024,2024-12-31,2025-02-21
LUNG.ST,2025,2025-12-31,2026-02-20
LUOTEA.HE,2011,2011-12-31,2012-02-02
LUOTEA.HE,2012,2012-12-31,2013-02-01
LUOTEA.HE,2013,2013-12-31,2014-02-05
LUOTEA.HE,2014,2014-12-31,2015-02-04
LUOTEA.HE,2015,2015-12-31,2016-02-03
LUOTEA.HE,2016,2016-12-31,2017-02-01
LUOTEA.HE,2017,2017-12-31,2018-01-31
LUOTEA.HE,2018,2018-12-31,2019-01-30
LUOTEA.HE,2019,2019-12-31,2020-01-29
LUOTEA.HE,2020,2020-12-31,2021-01-28
LUOTEA.HE,2021,2021-12-31,2022-01-27
LUOTEA.HE,2022,2022-12-31,2023-02-09
LUOTEA.HE,2023,2023-12-31,2024-02-09
LUOTEA.HE,2024,2024-12-31,2025-02-13
LUOTEA.HE,2025,2025-12-31,2026-02-27
MAERSKb.CO,2011,2011-12-31,2012-02-27
MAERSKb.CO,2012,2012-12-31,2013-02-22
MAERSKb.CO,2013,2013-12-31,2014-02-27
MAERSKb.CO,2014,2014-12-31,2015-02-25
MAERSKb.CO,2015,2015-12-31,2016-02-10
MAERSKb.CO,2016,2016-12-31,2017-02-08
MAERSKb.CO,2017,2017-12-31,2018-02-09
MAERSKb.CO,2018,2018-12-31,2019-02-21
MAERSKb.CO,2019,2019-12-31,2020-02-20
MAERSKb.CO,2020,2020-12-31,2021-02-10
MAERSKb.CO,2021,2021-12-31,2022-02-09
MAERSKb.CO,2022,2022-12-31,2023-02-08
MAERSKb.CO,2023,2023-12-31,2024-02-08
MAERSKb.CO,2024,2024-12-31,2025-02-06
MAERSKb.CO,2025,2025-12-31,2026-02-05
MAHAa.ST,2016,2016-12-31,2017-03-02
MAHAa.ST,2017,2017-12-31,2018-02-27
MAHAa.ST,2018,2018-12-31,2019-02-28
MAHAa.ST,2019,2019-12-31,2020-02-28
MAHAa.ST,2020,2020-12-31,2021-02-26
MAHAa.ST,2021,2021-12-31,2022-02-28
MAHAa.ST,2022,2022-12-31,2023-02-28
MAHAa.ST,2023,2023-12-31,2024-02-27
MAHAa.ST,2024,2024-12-31,2025-02-27
MAHAa.ST,2025,2025-12-31,2026-02-24
MARAS.HE,2011,2011-12-31,2012-02-08
MARAS.HE,2012,2012-12-31,2013-02-06
MARAS.HE,2015,2015-12-31,2016-02-04
MARAS.HE,2016,2016-12-31,2017-02-03
MARAS.HE,2017,2017-12-31,2018-02-02
MARAS.HE,2018,2018-12-31,2019-02-05
MARAS.HE,2019,2019-12-31,2020-02-07
MARAS.HE,2020,2020-12-31,2021-02-05
MARAS.HE,2021,2021-12-31,2022-02-11
MARAS.HE,2022,2022-12-31,2023-02-10
MARAS.HE,2023,2023-12-31,2024-02-14
MARAS.HE,2024,2024-12-31,2025-02-12
MARAS.HE,2025,2025-12-31,2026-02-25
MATAS.CO,2014,2014-03-31,2014-06-04
MATAS.CO,2015,2015-03-31,2015-05-28
MATAS.CO,2016,2016-03-31,2016-05-27
MATAS.CO,2017,2017-03-31,2017-05-30
MATAS.CO,2018,2018-03-31,2018-05-30
MATAS.CO,2019,2019-03-31,2019-05-28
MATAS.CO,2020,2020-03-31,2020-05-27
MATAS.CO,2021,2021-03-31,2021-05-27
MATAS.CO,2022,2022-03-31,2022-06-01
MATAS.CO,2023,2023-03-31,2023-05-31
MATAS.CO,2024,2024-03-31,2024-05-28
MATAS.CO,2025,2025-03-31,2025-05-23
MBPH.ST,2011,2011-12-31,2012-02-09
MBPH.ST,2012,2012-12-31,2013-02-05
MBPH.ST,2013,2013-12-31,2014-02-20
MBPH.ST,2014,2014-12-31,2015-02-27
MBPH.ST,2015,2015-12-31,2016-02-17
MBPH.ST,2016,2016-12-31,2017-02-14
MBPH.ST,2017,2017-12-31,2018-02-13
MBPH.ST,2018,2018-12-31,2019-02-12
MBPH.ST,2023,2023-12-31,2024-02-13
MBPH.ST,2024,2024-12-31,2025-02-11
MBPH.ST,2025,2025-12-31,2026-02-17
MCOVb.ST,2017,2017-12-31,2018-02-09
MCOVb.ST,2018,2018-12-31,2019-02-15
MCOVb.ST,2019,2019-12-31,2020-02-14
MCOVb.ST,2020,2020-12-31,2021-02-12
MCOVb.ST,2021,2021-12-31,2022-02-11
MCOVb.ST,2022,2022-12-31,2023-02-17
MCOVb.ST,2023,2023-12-31,2024-02-09
MCOVb.ST,2024,2024-12-31,2025-02-12
MCOVb.ST,2025,2025-12-31,2026-02-10
MEDI.OL,2011,2011-12-31,2012-02-22
MEDI.OL,2012,2012-12-31,2013-02-28
MEDI.OL,2016,2016-12-31,2017-02-17
MEDI.OL,2017,2017-12-31,2018-02-15
MEDI.OL,2018,2018-12-31,2019-02-27
MEDI.OL,2019,2019-12-31,2020-02-28
MEDI.OL,2020,2020-12-31,2021-02-26
MEDI.OL,2021,2021-12-31,2022-02-25
MEDI.OL,2022,2022-12-31,2023-01-03
MEDI.OL,2023,2023-12-31,2024-02-29
MEDI.OL,2024,2024-12-31,2025-02-28
MEDI.OL,2025,2025-12-31,2026-02-27
MEDIVIR.ST,2011,2011-12-31,2012-02-23
MEDIVIR.ST,2012,2012-12-31,2013-02-22
MEDIVIR.ST,2013,2013-12-31,2014-02-24
MEDIVIR.ST,2014,2014-12-31,2015-02-27
MEDIVIR.ST,2015,2015-12-31,2016-02-18
MEDIVIR.ST,2016,2016-12-31,2017-02-17
MEDIVIR.ST,2017,2017-12-31,2018-02-14
MEDIVIR.ST,2018,2018-12-31,2019-02-14
MEDIVIR.ST,2019,2019-12-31,2020-02-13
MEDIVIR.ST,2020,2020-12-31,2021-02-26
MEDIVIR.ST,2021,2021-12-31,2022-02-15
MEDIVIR.ST,2022,2022-12-31,2023-02-15
MEDIVIR.ST,2023,2023-12-31,2024-02-15
MEDIVIR.ST,2024,2024-12-31,2025-02-18
MEDIVIR.ST,2025,2025-12-31,2026-02-18
MEKKO.HE,2011,2011-12-31,2012-02-10
MEKKO.HE,2012,2012-12-31,2013-01-31
MEKKO.HE,2013,2013-12-31,2014-02-05
MEKKO.HE,2014,2014-12-31,2015-02-10
MEKKO.HE,2015,2015-12-31,2016-02-11
MEKKO.HE,2016,2016-12-31,2017-02-09
MEKKO.HE,2017,2017-12-31,2018-02-15
MEKKO.HE,2018,2018-12-31,2019-02-27
MEKKO.HE,2019,2019-12-31,2020-02-13
MEKKO.HE,2020,2020-12-31,2021-02-18
MEKKO.HE,2021,2021-12-31,2022-02-15
MEKKO.HE,2022,2022-12-31,2023-02-16
MEKKO.HE,2023,2023-12-31,2024-02-15
MEKKO.HE,2024,2024-12-31,2025-02-19
MEKKO.HE,2025,2025-12-31,2026-02-12
MEKO.ST,2011,2011-12-31,2012-02-15
MEKO.ST,2012,2012-12-31,2013-02-14
MEKO.ST,2013,2013-12-31,2014-02-13
MEKO.ST,2014,2014-12-31,2015-02-12
MEKO.ST,2015,2015-12-31,2016-02-17
MEKO.ST,2016,2016-12-31,2017-02-15
MEKO.ST,2017,2017-12-31,2018-02-09
MEKO.ST,2018,2018-12-31,2019-02-14
MEKO.ST,2019,2019-12-31,2020-02-07
MEKO.ST,2020,2020-12-31,2021-02-12
MEKO.ST,2021,2021-12-31,2022-02-11
MEKO.ST,2022,2022-12-31,2023-02-15
MEKO.ST,2023,2023-12-31,2024-02-14
MEKO.ST,2024,2024-12-31,2025-02-13
MEKO.ST,2025,2025-12-31,2026-02-12
MEREN.ST,2011,2011-12-31,2012-03-26
MEREN.ST,2012,2012-12-31,2013-03-26
MEREN.ST,2013,2013-12-31,2014-03-27
MEREN.ST,2014,2014-12-31,2015-02-26
MEREN.ST,2015,2015-12-31,2016-02-26
MEREN.ST,2016,2016-12-31,2017-02-28
MEREN.ST,2017,2017-12-31,2018-03-01
MEREN.ST,2018,2018-12-31,2019-02-28
MEREN.ST,2019,2019-12-31,2020-02-25
MEREN.ST,2020,2020-12-31,2021-02-26
MEREN.ST,2021,2021-12-31,2022-02-28
MEREN.ST,2022,2022-12-31,2023-02-28
MEREN.ST,2023,2023-12-31,2024-02-26
MEREN.ST,2024,2024-12-31,2025-02-27
MEREN.ST,2025,2025-12-31,2026-02-24
METSB.HE,2011,2011-12-31,2012-02-09
METSB.HE,2012,2012-12-31,2013-02-07
METSB.HE,2013,2013-12-31,2014-02-06
METSB.HE,2014,2014-12-31,2015-02-05
METSB.HE,2015,2015-12-31,2016-02-03
METSB.HE,2016,2016-12-31,2017-02-02
METSB.HE,2017,2017-12-31,2018-02-08
METSB.HE,2018,2018-12-31,2019-02-07
METSB.HE,2019,2019-12-31,2020-02-12
METSB.HE,2020,2020-12-31,2021-02-11
METSB.HE,2021,2021-12-31,2022-02-10
METSB.HE,2022,2022-12-31,2023-02-09
METSB.HE,2023,2023-12-31,2024-02-08
METSB.HE,2024,2024-12-31,2025-02-06
METSB.HE,2025,2025-12-31,2026-02-05
METSO.HE,2011,2011-12-31,2012-02-09
METSO.HE,2012,2012-12-31,2013-02-07
METSO.HE,2013,2013-12-31,2014-02-07
METSO.HE,2014,2014-12-31,2015-02-06
METSO.HE,2015,2015-12-31,2016-02-09
METSO.HE,2016,2016-12-31,2017-02-13
METSO.HE,2017,2017-12-31,2018-02-02
METSO.HE,2018,2018-12-31,2019-02-08
METSO.HE,2019,2019-12-31,2020-02-06
METSO.HE,2020,2020-12-31,2021-02-16
METSO.HE,2021,2021-12-31,2022-02-10
METSO.HE,2022,2022-12-31,2023-02-20
METSO.HE,2023,2023-12-31,2024-02-16
METSO.HE,2024,2024-12-31,2025-02-13
METSO.HE,2025,2025-12-31,2026-02-12
MGN.OL,2011,2011-12-31,2012-02-22
MGN.OL,2012,2012-12-31,2013-02-27
MGN.OL,2013,2013-12-31,2014-02-26
MGN.OL,2014,2014-12-31,2015-02-25
MGN.OL,2015,2015-12-31,2016-02-24
MGN.OL,2016,2016-12-31,2017-02-21
MGN.OL,2017,2017-12-31,2018-02-28
MGN.OL,2020,2020-12-31,2021-02-04
MGN.OL,2021,2021-12-31,2022-02-15
MGN.OL,2022,2022-12-31,2023-02-14
MGN.OL,2023,2023-12-31,2024-02-29
MGN.OL,2024,2024-12-31,2025-02-27
MGN.OL,2025,2025-12-31,2026-02-25
MILDEF.ST,2022,2022-12-31,2023-02-09
MILDEF.ST,2023,2023-12-31,2024-02-08
MILDEF.ST,2024,2024-12-31,2025-02-06
MILDEF.ST,2025,2025-12-31,2026-02-05
MIPS.ST,2017,2017-12-31,2018-02-15
MIPS.ST,2018,2018-12-31,2019-02-14
MIPS.ST,2019,2019-12-31,2020-02-13
MIPS.ST,2020,2020-12-31,2021-02-11
MIPS.ST,2021,2021-12-31,2022-02-10
MIPS.ST,2022,2022-12-31,2023-02-09
MIPS.ST,2023,2023-12-31,2024-02-08
MIPS.ST,2024,2024-12-31,2025-02-05
MIPS.ST,2025,2025-12-31,2026-02-11
MOMENT.ST,2011,2011-12-31,2012-02-02
MOMENT.ST,2012,2012-12-31,2013-02-15
MOMENT.ST,2013,2013-12-31,2014-04-29
MOMENT.ST,2017,2017-12-31,2018-04-04
MOMENT.ST,2018,2018-12-31,2019-02-08
MOMENT.ST,2019,2019-12-31,2020-02-07
MOMENT.ST,2020,2020-12-31,2021-02-05
MOMENT.ST,2021,2021-12-31,2022-02-11
MOWI.OL,2011,2011-12-31,2012-02-08
MOWI.OL,2012,2012-12-31,2013-02-06
MOWI.OL,2013,2013-12-31,2014-02-05
MOWI.OL,2014,2014-12-31,2015-02-04
MOWI.OL,2015,2015-12-31,2016-02-17
MOWI.OL,2016,2016-12-31,2017-02-15
MOWI.OL,2017,2017-12-31,2018-02-14
MOWI.OL,2018,2018-12-31,2019-02-13
MOWI.OL,2019,2019-12-31,2020-02-12
MOWI.OL,2020,2020-12-31,2021-02-17
MOWI.OL,2021,2021-12-31,2022-02-16
MOWI.OL,2022,2022-12-31,2023-02-15
MOWI.OL,2023,2023-12-31,2024-02-14
MOWI.OL,2024,2024-12-31,2025-02-12
MOWI.OL,2025,2025-12-31,2026-02-11
MPCC.OL,2017,2017-12-31,2018-02-28
MPCC.OL,2018,2018-12-31,2019-02-28
MPCC.OL,2019,2019-12-31,2020-02-28
MPCC.OL,2020,2020-12-31,2021-02-25
MPCC.OL,2021,2021-12-31,2022-02-24
MPCC.OL,2022,2022-12-31,2023-02-28
MPCC.OL,2023,2023-12-31,2024-02-27
MPCC.OL,2024,2024-12-31,2025-02-25
MPCC.OL,2025,2025-12-31,2026-02-24
MSABb.ST,2012,2012-12-31,2013-02-01
MSABb.ST,2013,2013-12-31,2014-02-04
MSABb.ST,2015,2015-12-31,2016-01-29
MSABb.ST,2017,2017-12-31,2018-02-02
MSABb.ST,2018,2018-12-31,2019-02-01
MTHH.CO,2011,2011-12-31,2012-03-14
MTHH.CO,2012,2012-12-31,2013-03-05
MTHH.CO,2014,2014-12-31,2015-02-26
MTHH.CO,2015,2015-12-31,2016-02-25
MTHH.CO,2016,2016-12-31,2017-02-16
MTHH.CO,2017,2017-12-31,2018-02-22
MTHH.CO,2018,2018-12-31,2019-02-21
MTHH.CO,2020,2020-12-31,2021-02-24
MTHH.CO,2021,2021-12-31,2022-02-22
MTHH.CO,2022,2022-12-31,2023-02-23
MTHH.CO,2023,2023-12-31,2024-02-22
MTHH.CO,2024,2024-12-31,2025-02-19
MTHH.CO,2025,2025-12-31,2026-02-20
MTRS.ST,2017,2017-12-31,2018-02-16
MTRS.ST,2018,2018-12-31,2019-02-13
MTRS.ST,2019,2019-12-31,2020-02-13
MTRS.ST,2020,2020-12-31,2021-02-04
MTRS.ST,2021,2021-12-31,2022-02-04
MTRS.ST,2022,2022-12-31,2023-02-09
MTRS.ST,2023,2023-12-31,2024-02-01
MTRS.ST,2024,2024-12-31,2025-02-05
MTRS.ST,2025,2025-12-31,2026-01-29
MULTI.OL,2015,2015-12-31,2016-02-26
MULTI.OL,2016,2016-12-31,2017-02-28
MULTI.OL,2017,2017-12-31,2018-02-28
MULTI.OL,2018,2018-12-31,2019-02-26
MULTI.OL,2019,2019-12-31,2020-02-26
MULTI.OL,2020,2020-12-31,2021-02-17
MULTI.OL,2021,2021-12-31,2022-02-10
MULTI.OL,2022,2022-12-31,2023-02-08
MULTI.OL,2023,2023-12-31,2024-02-06
MULTI.OL,2024,2024-12-31,2025-02-11
MULTI.OL,2025,2025-12-31,2026-02-10
MYCR.ST,2011,2011-12-31,2012-01-31
MYCR.ST,2012,2012-12-31,2013-01-31
MYCR.ST,2013,2013-12-31,2014-02-04
MYCR.ST,2014,2014-12-31,2015-02-04
MYCR.ST,2015,2015-12-31,2016-02-04
MYCR.ST,2016,2016-12-31,2017-02-10
MYCR.ST,2017,2017-12-31,2018-02-07
MYCR.ST,2018,2018-12-31,2019-02-07
MYCR.ST,2019,2019-12-31,2020-02-06
MYCR.ST,2020,2020-12-31,2021-02-10
MYCR.ST,2021,2021-12-31,2022-02-09
MYCR.ST,2022,2022-12-31,2023-02-10
MYCR.ST,2023,2023-12-31,2024-02-08
MYCR.ST,2024,2024-12-31,2025-02-06
MYCR.ST,2025,2025-12-31,2026-02-05
NAPA.OL,2013,2013-12-31,2014-02-26
NAPA.OL,2014,2014-12-31,2015-02-24
NAPA.OL,2019,2019-12-31,2020-02-27
NAPA.OL,2020,2020-12-31,2021-02-25
NAPA.OL,2021,2021-12-31,2022-02-24
NAPA.OL,2022,2022-12-31,2023-03-24
NAPA.OL,2023,2023-12-31,2024-02-28
NAPA.OL,2024,2024-12-31,2025-02-26
NAPA.OL,2025,2025-12-31,2026-02-26
NAS.OL,2011,2011-12-31,2012-02-16
NAS.OL,2012,2012-12-31,2013-02-15
NAS.OL,2013,2013-12-31,2014-02-13
NAS.OL,2014,2014-12-31,2015-02-12
NAS.OL,2015,2015-12-31,2016-02-11
NAS.OL,2016,2016-12-31,2017-02-16
NAS.OL,2017,2017-12-31,2018-02-15
NAS.OL,2018,2018-12-31,2019-02-07
NAS.OL,2019,2019-12-31,2020-02-13
NAS.OL,2020,2020-12-31,2021-02-26
NAS.OL,2021,2021-12-31,2022-02-18
NAS.OL,2022,2022-12-31,2023-02-16
NAS.OL,2023,2023-12-31,2024-02-16
NAS.OL,2024,2024-12-31,2025-02-13
NAS.OL,2025,2025-12-31,2026-02-13
NAVA.OL,2021,2021-12-31,2022-02-17
NAVA.OL,2022,2022-12-31,2023-02-16
NAVA.OL,2023,2023-12-31,2024-02-15
NAVA.OL,2024,2024-12-31,2025-02-12
NAVA.OL,2025,2025-12-31,2026-02-12
NCAB.ST,2018,2018-12-31,2019-02-22
NCAB.ST,2019,2019-12-31,2020-02-19
NCAB.ST,2020,2020-12-31,2021-02-23
NCAB.ST,2021,2021-12-31,2022-02-17
NCAB.ST,2022,2022-12-31,2023-04-05
NCAB.ST,2023,2023-12-31,2024-02-15
NCAB.ST,2024,2024-12-31,2025-02-13
NCAB.ST,2025,2025-12-31,2026-02-13
NCCb.ST,2011,2011-12-31,2012-02-01
NCCb.ST,2012,2012-12-31,2013-01-30
NCCb.ST,2013,2013-12-31,2014-01-30
NCCb.ST,2014,2014-12-31,2015-01-27
NCCb.ST,2015,2015-12-31,2016-01-28
NCCb.ST,2016,2016-12-31,2017-01-27
NCCb.ST,2017,2017-12-31,2018-01-25
NCCb.ST,2018,2018-12-31,2019-01-29
NCCb.ST,2019,2019-12-31,2020-01-30
NCCb.ST,2020,2020-12-31,2021-01-28
NCCb.ST,2021,2021-12-31,2022-02-02
NCCb.ST,2022,2022-12-31,2023-01-31
NCCb.ST,2023,2023-12-31,2024-01-30
NCCb.ST,2024,2024-12-31,2025-02-10
NCCb.ST,2025,2025-12-31,2026-02-05
NEL.OL,2011,2011-12-31,2012-02-14
NEL.OL,2012,2012-12-31,2013-02-15
NEL.OL,2014,2014-12-31,2015-02-12
NEL.OL,2015,2015-12-31,2016-02-17
NEL.OL,2016,2016-12-31,2017-02-15
NEL.OL,2017,2017-12-31,2018-02-16
NEL.OL,2018,2018-12-31,2019-02-27
NEL.OL,2019,2019-12-31,2020-03-05
NEL.OL,2020,2020-12-31,2021-02-18
NEL.OL,2021,2021-12-31,2022-02-16
NEL.OL,2022,2022-12-31,2023-02-28
NEL.OL,2023,2023-12-31,2024-02-28
NEL.OL,2024,2024-12-31,2025-02-26
NEL.OL,2025,2025-12-31,2026-02-26
NELLY.ST,2011,2011-12-31,2012-02-01
NELLY.ST,2012,2012-12-31,2013-02-08
NELLY.ST,2013,2013-12-31,2014-02-04
NELLY.ST,2014,2014-12-31,2015-01-28
NELLY.ST,2015,2015-12-31,2016-01-27
NELLY.ST,2016,2016-12-31,2017-01-25
NELLY.ST,2017,2017-12-31,2018-01-31
NELLY.ST,2018,2018-12-31,2019-02-05
NELLY.ST,2019,2019-12-31,2020-02-05
NELLY.ST,2020,2020-12-31,2021-02-04
NELLY.ST,2021,2021-12-31,2022-02-04
NELLY.ST,2022,2022-12-31,2023-02-03
NELLY.ST,2023,2023-12-31,2024-02-02
NELLY.ST,2024,2024-12-31,2025-02-06
NELLY.ST,2025,2025-12-31,2026-02-10
NEOBO.ST,2016,2016-12-31,2017-02-16
NEOBO.ST,2017,2017-12-31,2018-02-16
NEOBO.ST,2018,2018-12-31,2019-02-22
NEOBO.ST,2019,2019-12-31,2020-02-21
NEOBO.ST,2020,2020-12-31,2021-02-19
NEOBO.ST,2023,2023-12-31,2024-02-14
NEOBO.ST,2024,2024-12-31,2025-02-12
NEOBO.ST,2025,2025-12-31,2026-02-12
NESTE.HE,2011,2011-12-31,2012-02-03
NESTE.HE,2012,2012-12-31,2013-02-05
NESTE.HE,2013,2013-12-31,2014-02-04
NESTE.HE,2014,2014-12-31,2015-02-04
NESTE.HE,2015,2015-12-31,2016-02-04
NESTE.HE,2016,2016-12-31,2017-02-07
NESTE.HE,2017,2017-12-31,2018-02-07
NESTE.HE,2018,2018-12-31,2019-02-06
NESTE.HE,2019,2019-12-31,2020-02-07
NESTE.HE,2020,2020-12-31,2021-02-05
NESTE.HE,2021,2021-12-31,2022-02-10
NESTE.HE,2022,2022-12-31,2023-02-08
NESTE.HE,2023,2023-12-31,2024-02-08
NESTE.HE,2024,2024-12-31,2025-02-13
NESTE.HE,2025,2025-12-31,2026-02-05
NETCG.CO,2018,2018-12-31,2019-02-06
NETCG.CO,2019,2019-12-31,2020-02-06
NETCG.CO,2020,2020-12-31,2021-01-28
NETCG.CO,2021,2021-12-31,2022-01-25
NETCG.CO,2022,2022-12-31,2023-01-25
NETCG.CO,2023,2023-12-31,2024-01-25
NETCG.CO,2024,2024-12-31,2025-01-28
NETCG.CO,2025,2025-12-31,2026-02-03
NETEL.ST,2021,2021-12-31,2022-02-16
NETEL.ST,2022,2022-12-31,2023-02-16
NETEL.ST,2023,2023-12-31,2024-02-16
NETEL.ST,2024,2024-12-31,2025-02-07
NETEL.ST,2025,2025-12-31,2026-02-06
NETIB.ST,2011,2011-12-31,2012-02-17
NETIB.ST,2012,2012-12-31,2013-02-14
NETIB.ST,2013,2013-12-31,2014-02-14
NETIB.ST,2018,2018-12-31,2019-02-15
NETIB.ST,2019,2019-12-31,2020-02-14
NETIB.ST,2020,2020-12-31,2021-02-23
NETIB.ST,2021,2021-12-31,2022-02-22
NETIB.ST,2025,2025-12-31,2026-02-11
NEWAb.ST,2011,2011-12-31,2012-02-09
NEWAb.ST,2012,2012-12-31,2013-02-08
NEWAb.ST,2013,2013-12-31,2014-02-07
NEWAb.ST,2014,2014-12-31,2015-02-06
NEWAb.ST,2015,2015-12-31,2016-02-11
NEWAb.ST,2016,2016-12-31,2017-02-09
NEWAb.ST,2017,2017-12-31,2018-02-08
NEWAb.ST,2018,2018-12-31,2019-02-07
NEWAb.ST,2019,2019-12-31,2020-02-06
NEWAb.ST,2020,2020-12-31,2021-02-11
NEWAb.ST,2021,2021-12-31,2022-02-10
NEWAb.ST,2022,2022-12-31,2023-02-10
NEWAb.ST,2023,2023-12-31,2024-02-08
NEWAb.ST,2024,2024-12-31,2025-02-06
NEWAb.ST,2025,2025-12-31,2026-02-05
NEXT.OL,2013,2013-12-31,2014-03-06
NEXT.OL,2014,2014-12-31,2015-02-24
NEXT.OL,2015,2015-12-31,2016-02-22
NEXT.OL,2016,2016-12-31,2017-02-28
NEXT.OL,2017,2017-12-31,2018-03-01
NEXT.OL,2018,2018-12-31,2019-02-27
NEXT.OL,2019,2019-12-31,2020-02-26
NEXT.OL,2021,2021-12-31,2022-02-23
NEXT.OL,2022,2022-12-31,2023-02-22
NHY.OL,2011,2011-12-31,2012-02-16
NHY.OL,2012,2012-12-31,2013-02-12
NHY.OL,2013,2013-12-31,2014-02-12
NHY.OL,2014,2014-12-31,2015-02-11
NHY.OL,2015,2015-12-31,2016-02-17
NHY.OL,2016,2016-12-31,2017-02-09
NHY.OL,2017,2017-12-31,2018-02-16
NHY.OL,2018,2018-12-31,2019-02-07
NHY.OL,2019,2019-12-31,2020-02-07
NHY.OL,2020,2020-12-31,2021-02-12
NHY.OL,2021,2021-12-31,2022-02-22
NHY.OL,2022,2022-12-31,2023-02-14
NHY.OL,2023,2023-12-31,2024-02-14
NHY.OL,2024,2024-12-31,2025-02-14
NHY.OL,2025,2025-12-31,2026-02-13
NIBEb.ST,2011,2011-12-31,2012-02-16
NIBEb.ST,2012,2012-12-31,2013-02-19
NIBEb.ST,2013,2013-12-31,2014-02-13
NIBEb.ST,2014,2014-12-31,2015-02-12
NIBEb.ST,2015,2015-12-31,2016-02-17
NIBEb.ST,2016,2016-12-31,2017-02-16
NIBEb.ST,2017,2017-12-31,2018-02-16
NIBEb.ST,2018,2018-12-31,2019-02-15
NIBEb.ST,2019,2019-12-31,2020-02-13
NIBEb.ST,2020,2020-12-31,2021-02-17
NIBEb.ST,2021,2021-12-31,2022-02-17
NIBEb.ST,2022,2022-12-31,2023-02-15
NIBEb.ST,2023,2023-12-31,2024-02-16
NIBEb.ST,2024,2024-12-31,2025-02-14
NIBEb.ST,2025,2025-12-31,2026-02-12
NICA.ST,2016,2016-12-31,2017-02-23
NICA.ST,2017,2017-12-31,2018-02-23
NICA.ST,2018,2018-12-31,2019-02-15
NICA.ST,2019,2019-12-31,2020-02-07
NICA.ST,2021,2021-12-31,2022-03-09
NICA.ST,2022,2022-12-31,2023-02-10
NICA.ST,2023,2023-12-31,2024-02-02
NICA.ST,2024,2024-12-31,2025-02-14
NICA.ST,2025,2025-12-31,2026-02-26
NILb.ST,2015,2015-12-31,2016-02-16
NILb.ST,2016,2016-12-31,2017-02-14
NILb.ST,2017,2017-12-31,2018-02-16
NILb.ST,2018,2018-12-31,2019-02-15
NILb.ST,2019,2019-12-31,2020-02-12
NILb.ST,2020,2020-12-31,2021-02-12
NILb.ST,2021,2021-12-31,2022-02-09
NILb.ST,2022,2022-12-31,2023-02-09
NILb.ST,2023,2023-12-31,2024-02-09
NILb.ST,2024,2024-12-31,2025-02-12
NILb.ST,2025,2025-12-31,2026-02-11
NKR.OL,2011,2011-12-31,2012-02-23
NKR.OL,2012,2012-12-31,2013-02-14
NKR.OL,2013,2013-12-31,2014-02-14
NKR.OL,2014,2014-12-31,2015-02-12
NKR.OL,2015,2015-12-31,2016-02-18
NKR.OL,2024,2024-12-31,2025-02-13
NKR.OL,2025,2025-12-31,2026-02-12
NKT.CO,2011,2011-12-31,2012-03-01
NKT.CO,2012,2012-12-31,2013-02-27
NKT.CO,2013,2013-12-31,2014-02-28
NKT.CO,2014,2014-12-31,2015-02-27
NKT.CO,2015,2015-12-31,2016-02-26
NKT.CO,2016,2016-12-31,2017-02-21
NKT.CO,2017,2017-12-31,2018-02-27
NKT.CO,2018,2018-12-31,2019-02-28
NKT.CO,2019,2019-12-31,2020-02-26
NKT.CO,2020,2020-12-31,2021-02-24
NKT.CO,2021,2021-12-31,2022-02-23
NKT.CO,2022,2022-12-31,2023-02-22
NKT.CO,2023,2023-12-31,2024-02-21
NKT.CO,2024,2024-12-31,2025-02-21
