Ticker,ExDate,DPS_UNADJUSTED,AdjustmentFactor,DPS_LOCAL,Currency,InstrumentCurrency,AdjustmentBasis,FXRate,FXDate,FXSource,DPS_NOK
ACRIa.ST,2018-04-30,0.8,1.0,0.8,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9203,2018-04-30,ex_date_or_prior_business_day,0.73624
ACRIa.ST,2018-10-31,0.8,1.0,0.8,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9184,2018-10-31,ex_date_or_prior_business_day,0.73472
ACRIa.ST,2019-04-29,1.05,1.0,1.05,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9129999999999999,2019-04-29,ex_date_or_prior_business_day,0.95865
ACRIa.ST,2019-10-31,0.35,1.0,0.35,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9537,2019-10-31,ex_date_or_prior_business_day,0.33379499999999995
ACRIa.ST,2020-04-24,0.4,1.0,0.4,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0558,2020-04-24,ex_date_or_prior_business_day,0.42232000000000003
ACRIa.ST,2021-04-23,0.2,1.0,0.2,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9904000000000001,2021-04-23,ex_date_or_prior_business_day,0.19808000000000003
ACRIa.ST,2021-10-19,0.2,1.0,0.2,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9704999999999999,2021-10-19,ex_date_or_prior_business_day,0.1941
ACRIa.ST,2022-04-25,0.2,1.0,0.2,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9376000000000001,2022-04-25,ex_date_or_prior_business_day,0.18752000000000002
ACRIa.ST,2023-05-02,0.2,1.0,0.2,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0417,2023-05-02,ex_date_or_prior_business_day,0.20834000000000003
ACRIa.ST,2023-10-19,0.2,1.0,0.2,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0070000000000001,2023-10-19,ex_date_or_prior_business_day,0.20140000000000002
ACRIa.ST,2024-05-07,0.15,1.0,0.15,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0015,2024-05-07,ex_date_or_prior_business_day,0.150225
ACRIa.ST,2024-10-18,0.15,1.0,0.15,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0342,2024-10-18,ex_date_or_prior_business_day,0.15513
ACRIa.ST,2025-05-07,0.7,1.0,0.7,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0705,2025-05-07,ex_date_or_prior_business_day,0.74935
ACRIa.ST,2025-09-08,0.7,1.0,0.7,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0647,2025-09-08,ex_date_or_prior_business_day,0.7452899999999999
ACRIa.ST,2026-05-07,3.75,1.0,3.75,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0051999999999999,2026-04-30,ex_date_or_prior_business_day,3.7694999999999994
ADDTb.ST,2005-08-18,2.75,1.0,2.75,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8521,2005-08-18,ex_date_or_prior_business_day,2.3432749999999998
ADDTb.ST,2006-08-23,4.0,1.0,4.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8741,2006-08-23,ex_date_or_prior_business_day,3.4964
ADDTb.ST,2007-08-28,6.0,1.0,6.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.848,2007-08-28,ex_date_or_prior_business_day,5.088
ADDTb.ST,2008-08-26,7.0,1.0,7.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8443,2008-08-26,ex_date_or_prior_business_day,5.9101
ADDTb.ST,2009-08-25,5.0,1.0,5.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8533,2009-08-25,ex_date_or_prior_business_day,4.2665
ADDTb.ST,2010-08-25,5.0,1.0,5.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8464,2010-08-25,ex_date_or_prior_business_day,4.232
ADDTb.ST,2011-08-24,7.0,1.0,7.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8595999999999999,2011-08-24,ex_date_or_prior_business_day,6.017199999999999
ADDTb.ST,2012-08-29,8.0,1.0,8.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8771,2012-08-29,ex_date_or_prior_business_day,7.0168
ADDTb.ST,2013-08-29,8.0,1.0,8.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9233,2013-08-29,ex_date_or_prior_business_day,7.3864
ADDTb.ST,2014-08-28,3.0,1.0,3.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8862000000000001,2014-08-28,ex_date_or_prior_business_day,2.6586000000000003
ADDTb.ST,2015-08-28,3.25,1.0,3.25,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9836,2015-08-28,ex_date_or_prior_business_day,3.1967
ADDTb.ST,2016-09-01,3.25,1.0,3.25,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9743999999999999,2016-09-01,ex_date_or_prior_business_day,3.1668
ADDTb.ST,2017-09-01,3.5,1.0,3.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9765,2017-09-01,ex_date_or_prior_business_day,3.4177500000000003
ADDTb.ST,2018-08-31,4.0,1.0,4.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9147,2018-08-31,ex_date_or_prior_business_day,3.6588
ADDTb.ST,2019-08-30,5.0,1.0,5.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9261,2019-08-30,ex_date_or_prior_business_day,4.6305000000000005
ADDTb.ST,2020-08-31,4.0,1.0,4.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0162,2020-08-31,ex_date_or_prior_business_day,4.0648
ADDTb.ST,2021-08-27,1.2,1.0,1.2,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.012,2021-08-27,ex_date_or_prior_business_day,1.2144
ADDTb.ST,2022-08-26,1.8,1.0,1.8,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9145,2022-08-26,ex_date_or_prior_business_day,1.6461
ADDTb.ST,2023-08-24,2.5,1.0,2.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9715,2023-08-24,ex_date_or_prior_business_day,2.42875
ADDTb.ST,2024-08-23,2.8,1.0,2.8,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.032,2024-08-23,ex_date_or_prior_business_day,2.8895999999999997
ADDTb.ST,2025-08-28,3.2,1.0,3.2,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0609,2025-08-28,ex_date_or_prior_business_day,3.39488
AFAGR.HE,2006-04-27,0.02,1.0,0.02,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,7.796,2006-04-27,ex_date_or_prior_business_day,0.15592
AFAGR.HE,2006-10-30,0.01,1.0,0.01,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,8.3335,2006-10-30,ex_date_or_prior_business_day,0.083335
AFAGR.HE,2007-04-23,0.03,1.0,0.03,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,8.107,2007-04-23,ex_date_or_prior_business_day,0.24320999999999998
AFAGR.HE,2008-04-01,0.04,1.0,0.04,EUR,EUR,TR.DivAdjustmentFactor_blank_assumed_1,8.072,2008-04-01,ex_date_or_prior_business_day,0.32288
AFAGR.HE,2009-05-08,0.04,0.974522,0.03898088,EUR,EUR,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,8.6415,2009-05-08,ex_date_or_prior_business_day,0.33685327452
AFAGR.HE,2010-04-22,0.04,0.979057,0.03916228,EUR,EUR,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,7.8995,2010-04-22,ex_date_or_prior_business_day,0.30936243086
AFAGR.HE,2011-05-12,0.04,1.0,0.04,EUR,EUR,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,7.801,2011-05-12,ex_date_or_prior_business_day,0.31204000000000004
AFAGR.HE,2013-05-10,0.01,1.0,0.01,EUR,EUR,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,7.526,2013-05-10,ex_date_or_prior_business_day,0.07526
AFAGR.HE,2014-05-09,0.02,1.0,0.02,EUR,EUR,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,8.137,2014-05-09,ex_date_or_prior_business_day,0.16274000000000002
AFAGR.HE,2015-05-11,0.02,1.0,0.02,EUR,EUR,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,8.4245,2015-05-11,ex_date_or_prior_business_day,0.16849
AFAGR.HE,2016-05-12,0.01,1.0,0.01,EUR,EUR,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,9.232,2016-05-12,ex_date_or_prior_business_day,0.09232
AFAGR.HE,2016-08-16,0.01,1.0,0.01,EUR,EUR,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,9.2101,2016-08-16,ex_date_or_prior_business_day,0.092101
AFAGR.HE,2017-05-31,0.02,1.0,0.02,EUR,EUR,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,9.4388,2017-05-31,ex_date_or_prior_business_day,0.18877600000000003
AFAGR.HE,2026-02-12,0.005,0.985423,0.004927115,EUR,EUR,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,11.2535,2026-02-12,ex_date_or_prior_business_day,0.0554472886525
AFGA.OL,2005-05-13,2.5,1.0,2.5,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2005-05-13,identity,2.5
AFGA.OL,2005-05-13,2.5,1.0,2.5,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2005-05-13,identity,2.5
AFGA.OL,2006-05-12,3.0,1.0,3.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2006-05-12,identity,3.0
AFGA.OL,2007-05-14,5.0,1.0,5.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2007-05-14,identity,5.0
AFGA.OL,2008-05-13,6.0,1.0,6.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2008-05-13,identity,6.0
AFGA.OL,2009-05-18,7.0,1.0,7.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2009-05-18,identity,7.0
AFGA.OL,2010-05-31,1.6,1.0,1.6,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2010-05-31,identity,1.6
AFGA.OL,2010-10-29,2.0,1.0,2.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2010-10-29,identity,2.0
AFGA.OL,2011-05-23,2.0,1.0,2.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2011-05-23,identity,2.0
AFGA.OL,2011-05-23,2.5,1.0,2.5,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2011-05-23,identity,2.5
AFGA.OL,2012-05-14,2.2,1.0,2.2,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2012-05-14,identity,2.2
AFGA.OL,2012-05-14,2.3,1.0,2.3,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2012-05-14,identity,2.3
AFGA.OL,2013-05-16,2.4,1.0,2.4,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2013-05-16,identity,2.4
AFGA.OL,2013-05-16,2.1,1.0,2.1,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2013-05-16,identity,2.1
AFGA.OL,2014-05-16,3.4,1.0,3.4,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2014-05-16,identity,3.4
AFGA.OL,2014-05-16,2.6,1.0,2.6,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2014-05-16,identity,2.6
AFGA.OL,2015-05-15,5.0,1.0,5.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2015-05-15,identity,5.0
AFGA.OL,2015-11-16,3.0,1.0,3.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2015-11-16,identity,3.0
AFGA.OL,2016-05-13,3.4,0.974721,3.3140514,NOK,NOK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,1.0,2016-05-13,identity,3.3140514
AFGA.OL,2016-05-13,1.6,1.0,1.6,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2016-05-13,identity,1.6
AFGA.OL,2016-11-16,3.0,1.0,3.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2016-11-16,identity,3.0
AFGA.OL,2017-05-15,1.25,0.992236,1.240295,NOK,NOK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,1.0,2017-05-15,identity,1.240295
AFGA.OL,2017-05-15,3.75,1.0,3.75,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2017-05-15,identity,3.75
AFGA.OL,2017-11-13,3.5,1.0,3.5,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2017-11-13,identity,3.5
AFGA.OL,2018-05-11,3.75,0.971805,3.64426875,NOK,NOK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,1.0,2018-05-11,identity,3.64426875
AFGA.OL,2018-05-11,1.25,1.0,1.25,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2018-05-11,identity,1.25
AFGA.OL,2018-11-12,3.5,1.0,3.5,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2018-11-12,identity,3.5
AFGA.OL,2019-05-16,5.0,1.0,5.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2019-05-16,identity,5.0
AFGA.OL,2019-12-12,3.5,1.0,3.5,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2019-12-12,identity,3.5
AFGA.OL,2020-05-18,6.0,1.0,6.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2020-05-18,identity,6.0
AFGA.OL,2020-11-16,3.5,1.0,3.5,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2020-11-16,identity,3.5
AFGA.OL,2021-05-12,6.5,1.0,6.5,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2021-05-12,identity,6.5
AFGA.OL,2021-11-15,4.0,1.0,4.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2021-11-15,identity,4.0
AFGA.OL,2022-05-16,6.5,1.0,6.5,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2022-05-16,identity,6.5
AFGA.OL,2022-11-15,4.0,1.0,4.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2022-11-15,identity,4.0
AFGA.OL,2023-05-15,6.5,1.0,6.5,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2023-05-15,identity,6.5
AFGA.OL,2024-05-16,3.5,1.0,3.5,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2024-05-16,identity,3.5
AFGA.OL,2025-05-16,5.0,1.0,5.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2025-05-16,identity,5.0
AFGA.OL,2025-11-18,4.0,1.0,4.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2025-11-18,identity,4.0
AFGA.OL,2026-05-15,6.5,1.0,6.5,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2026-05-15,identity,6.5
AFK.OL,2005-04-08,50.0,1.0,50.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2005-04-08,identity,50.0
AFK.OL,2006-04-28,45.0,1.0,45.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2006-04-28,identity,45.0
AFK.OL,2007-04-26,50.0,1.0,50.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2007-04-26,identity,50.0
AFK.OL,2008-05-16,50.0,1.0,50.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2008-05-16,identity,50.0
AFK.OL,2009-05-14,50.0,1.0,50.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2009-05-14,identity,50.0
AFK.OL,2010-05-27,50.0,1.0,50.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2010-05-27,identity,50.0
AFK.OL,2011-05-26,55.0,1.0,55.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2011-05-26,identity,55.0
AFK.OL,2011-05-26,25.0,1.0,25.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2011-05-26,identity,25.0
AFK.OL,2012-05-24,55.0,1.0,55.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2012-05-24,identity,55.0
AFK.OL,2013-05-24,55.0,1.0,55.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2013-05-24,identity,55.0
AFK.OL,2013-05-24,20.0,1.0,20.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2013-05-24,identity,20.0
AFK.OL,2014-05-23,60.0,1.0,60.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2014-05-23,identity,60.0
AFK.OL,2014-12-12,250.0,1.0,250.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2014-12-12,identity,250.0
AFK.OL,2015-05-22,93.0,1.0,93.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2015-05-22,identity,93.0
AFK.OL,2016-05-20,96.0,1.0,96.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2016-05-20,identity,96.0
AFK.OL,2017-05-18,95.0,1.0,95.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2017-05-18,identity,95.0
AFK.OL,2017-12-21,420.0,0.88169,370.3098,NOK,NOK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,1.0,2017-12-21,identity,370.3098
AFK.OL,2019-04-26,56.0,1.0,56.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2019-04-26,identity,56.0
AFK.OL,2020-05-08,56.0,1.0,56.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2020-05-08,identity,56.0
AFK.OL,2020-08-24,14.0,1.0,14.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2020-08-24,identity,14.0
AFK.OL,2020-11-17,16.0,1.0,16.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2020-11-17,identity,16.0
AFK.OL,2021-02-16,0.7,1.0,0.7,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2021-02-16,identity,0.7
AFK.OL,2021-05-07,0.8,1.0,0.8,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2021-05-07,identity,0.8
AFK.OL,2021-05-07,29.2,1.0,29.2,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2021-05-07,identity,29.2
AFK.OL,2021-08-25,0.7883950617,1.0,0.7883950617,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2021-08-25,identity,0.7883950617
AFK.OL,2021-11-17,0.85,1.0,0.85,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2021-11-17,identity,0.85
AFK.OL,2022-02-14,0.9,1.0,0.9,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2022-02-14,identity,0.9
AFK.OL,2022-05-10,0.95,1.0,0.95,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2022-05-10,identity,0.95
AFK.OL,2022-08-23,0.95,1.0,0.95,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2022-08-23,identity,0.95
AFK.OL,2022-11-15,0.95,1.0,0.95,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2022-11-15,identity,0.95
AFK.OL,2023-02-14,0.95,1.0,0.95,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2023-02-14,identity,0.95
AFK.OL,2023-05-09,1.0,1.0,1.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2023-05-09,identity,1.0
AFK.OL,2023-08-22,1.0,1.0,1.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2023-08-22,identity,1.0
AFK.OL,2023-11-14,1.0,1.0,1.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2023-11-14,identity,1.0
AFK.OL,2024-02-13,1.0,1.0,1.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2024-02-13,identity,1.0
AFK.OL,2024-05-22,1.0,1.0,1.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2024-05-22,identity,1.0
AFK.OL,2024-08-27,1.0,1.0,1.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2024-08-27,identity,1.0
AFK.OL,2024-11-12,1.0,1.0,1.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2024-11-12,identity,1.0
AFK.OL,2025-02-18,1.0,1.0,1.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2025-02-18,identity,1.0
AFK.OL,2025-05-20,1.0,1.0,1.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2025-05-20,identity,1.0
AFRY.ST,2005-04-29,2.6,1.0,2.6,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.887,2005-04-29,ex_date_or_prior_business_day,2.3062
AFRY.ST,2006-04-28,5.0,1.0,5.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8344,2006-04-28,ex_date_or_prior_business_day,4.172000000000001
AFRY.ST,2007-05-09,3.0,1.0,3.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8848,2007-05-09,ex_date_or_prior_business_day,2.6544
AFRY.ST,2008-04-24,6.5,1.0,6.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8556999999999999,2008-04-24,ex_date_or_prior_business_day,5.562049999999999
AFRY.ST,2009-05-06,6.5,1.0,6.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8228,2009-05-06,ex_date_or_prior_business_day,5.3482
AFRY.ST,2010-05-06,8.0,1.0,8.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8016,2010-05-06,ex_date_or_prior_business_day,6.4128
AFRY.ST,2011-05-03,4.0,1.0,4.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8706999999999999,2011-05-03,ex_date_or_prior_business_day,3.4827999999999997
AFRY.ST,2012-05-08,5.0,1.0,5.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8506,2012-05-08,ex_date_or_prior_business_day,4.253
AFRY.ST,2013-04-29,5.5,1.0,5.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.8898999999999999,2013-04-29,ex_date_or_prior_business_day,4.894449999999999
AFRY.ST,2014-05-06,6.5,1.0,6.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9091,2014-05-06,ex_date_or_prior_business_day,5.90915
AFRY.ST,2015-04-30,3.5,1.0,3.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.899,2015-04-30,ex_date_or_prior_business_day,3.1465
AFRY.ST,2016-04-28,3.75,1.0,3.75,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0076,2016-04-28,ex_date_or_prior_business_day,3.7785
AFRY.ST,2017-04-26,4.5,1.0,4.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9778,2017-04-26,ex_date_or_prior_business_day,4.4001
AFRY.ST,2018-04-26,5.0,1.0,5.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9259000000000001,2018-04-26,ex_date_or_prior_business_day,4.6295
AFRY.ST,2019-05-16,5.0,1.0,5.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9063,2019-05-16,ex_date_or_prior_business_day,4.5315
AFRY.ST,2021-06-04,5.0,1.0,5.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.005,2021-06-04,ex_date_or_prior_business_day,5.0249999999999995
AFRY.ST,2022-04-29,5.5,1.0,5.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,0.9472,2022-04-29,ex_date_or_prior_business_day,5.2096
AFRY.ST,2023-04-28,5.5,1.0,5.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0387,2023-04-28,ex_date_or_prior_business_day,5.7128499999999995
AFRY.ST,2024-04-24,5.5,1.0,5.5,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0095,2024-04-24,ex_date_or_prior_business_day,5.552250000000001
AFRY.ST,2025-04-25,6.0,1.0,6.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.0764,2025-04-25,ex_date_or_prior_business_day,6.4584
AFRY.ST,2026-04-29,6.0,1.0,6.0,SEK,SEK,TR.DivAdjustmentFactor_blank_assumed_1,1.002,2026-04-29,ex_date_or_prior_business_day,6.0120000000000005
AKAST.OL,2006-03-16,5.0,1.0,5.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2006-03-16,identity,5.0
AKAST.OL,2007-03-30,30.0,1.0,30.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2007-03-30,identity,30.0
AKAST.OL,2007-03-30,10.0,1.0,10.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2007-03-30,identity,10.0
AKAST.OL,2008-04-04,3.0,1.0,3.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2008-04-04,identity,3.0
AKAST.OL,2009-04-03,1.6,1.0,1.6,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2009-04-03,identity,1.6
AKAST.OL,2010-04-09,2.6,1.0,2.6,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2010-04-09,identity,2.6
AKAST.OL,2011-05-09,2.75,1.0,2.75,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2011-05-09,identity,2.75
AKAST.OL,2012-04-16,3.9,1.0,3.9,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2012-04-16,identity,3.9
AKAST.OL,2013-04-15,4.0,1.0,4.0,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2013-04-15,identity,4.0
AKAST.OL,2014-04-11,4.1,1.0,4.1,NOK,NOK,TR.DivAdjustmentFactor_blank_assumed_1,1.0,2014-04-11,identity,4.1
AKAST.OL,2025-07-14,0.35,0.971683,0.3400890499999999,NOK,NOK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,1.0,2025-07-14,identity,0.3400890499999999
AKAST.OL,2025-10-31,0.4,0.965096,0.3860384,NOK,NOK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,1.0,2025-10-31,identity,0.3860384
AKAST.OL,2026-02-16,0.4,0.969466,0.3877864,NOK,NOK,TR.DivUnadjustedGross_x_TR.DivAdjustmentFactor,1.0,2026-02-16,identity,0.3877864
